Date,Currency,Exchange Rate,USD Equivalent,Percent Change
12/12/1989,Japanese yen,33.4000,144.25000,0.231542
12/12/1989,U.K. pound,0.0893,1.60350,0.143193
12/12/1989,U.S. dollar,0.4520,1.00000,0.452000
13/12/1989,Deutsche mark,0.5270,1.72550,0.305419
13/12/1989,French franc,1.0200,5.90000,0.172881
13/12/1989,Japanese yen,33.4000,144.00000,0.231944
13/12/1989,U.K. pound,0.0893,1.60630,0.143443
13/12/1989,U.S. dollar,0.4520,1.00000,0.452000
14/12/1989,Deutsche mark,0.5270,1.73570,0.303624
14/12/1989,French franc,1.0200,5.93500,0.171862
14/12/1989,Japanese yen,33.4000,144.15000,0.231703
14/12/1989,U.K. pound,0.0893,1.60050,0.142925
14/12/1989,U.S. dollar,0.4520,1.00000,0.452000
15/12/1989,Deutsche mark,0.5270,1.73500,0.303746
15/12/1989,French franc,1.0200,5.93300,0.171920
15/12/1989,Japanese yen,33.4000,144.00000,0.231944
15/12/1989,U.K. pound,0.0893,1.60220,0.143076
15/12/1989,U.S. dollar,0.4520,1.00000,0.452000
18/12/1989,Deutsche mark,0.5270,1.72370,0.305738
18/12/1989,French franc,1.0200,5.89150,0.173131
18/12/1989,Japanese yen,33.4000,144.30000,0.231462
18/12/1989,U.K. pound,0.0893,1.60180,0.143041
18/12/1989,U.S. dollar,0.4520,1.00000,0.452000
19/12/1989,Deutsche mark,0.5270,1.73200,0.304273
19/12/1989,French franc,1.0200,5.91500,0.172443
19/12/1989,Japanese yen,33.4000,143.90000,0.232106
19/12/1989,U.K. pound,0.0893,1.60350,0.143193
19/12/1989,U.S. dollar,0.4520,1.00000,0.452000
20/12/1989,Deutsche mark,0.5270,1.74400,0.302179
20/12/1989,French franc,1.0200,5.95270,0.171351
20/12/1989,Japanese yen,33.4000,144.07000,0.231832
20/12/1989,U.K. pound,0.0893,1.60070,0.142943
20/12/1989,U.S. dollar,0.4520,1.00000,0.452000
21/12/1989,Deutsche mark,0.5270,1.73120,0.304413
21/12/1989,French franc,1.0200,5.91070,0.172568
21/12/1989,Japanese yen,33.4000,143.80000,0.232267
21/12/1989,U.K. pound,0.0893,1.60950,0.143728
21/12/1989,U.S. dollar,0.4520,1.00000,0.452000
22/12/1989,Deutsche mark,0.5270,1.71170,0.307881
22/12/1989,French franc,1.0200,5.85250,0.174284
22/12/1989,Japanese yen,33.4000,143.32000,0.233045
22/12/1989,U.K. pound,0.0893,1.61770,0.144461
22/12/1989,U.S. dollar,0.4520,1.00000,0.452000
26/12/1989,Deutsche mark,0.5270,1.69930,0.310128
26/12/1989,French franc,1.0200,5.80350,0.175756
26/12/1989,Japanese yen,33.4000,142.13000,0.234996
26/12/1989,U.K. pound,0.0893,1.62600,0.145202
26/12/1989,U.S. dollar,0.4520,1.00000,0.452000
27/12/1989,Deutsche mark,0.5270,1.68970,0.311890
27/12/1989,French franc,1.0200,5.77800,0.176532
27/12/1989,Japanese yen,33.4000,141.82000,0.235510
27/12/1989,U.K. pound,0.0893,1.62920,0.145488
27/12/1989,U.S. dollar,0.4520,1.00000,0.452000
28/12/1989,Deutsche mark,0.5270,1.67950,0.313784
28/12/1989,French franc,1.0200,5.74500,0.177546
28/12/1989,Japanese yen,33.4000,142.15000,0.234963
28/12/1989,U.K. pound,0.0893,1.62330,0.144961
28/12/1989,U.S. dollar,0.4520,1.00000,0.452000
29/12/1989,Deutsche mark,0.5270,1.69500,0.310914
29/12/1989,French franc,1.0200,5.79950,0.175877
29/12/1989,Japanese yen,33.4000,143.97000,0.231993
29/12/1989,U.K. pound,0.0893,1.60550,0.143371
29/12/1989,U.S. dollar,0.4520,1.00000,0.452000
02/01/1990,Deutsche mark,0.5270,1.68770,0.312259
02/01/1990,French franc,1.0200,5.76800,0.176838
02/01/1990,Japanese yen,33.4000,144.17000,0.231671
02/01/1990,U.K. pound,0.0893,1.62250,0.144889
02/01/1990,U.S. dollar,0.4520,1.00000,0.452000
03/01/1990,Deutsche mark,0.5270,1.71330,0.307594
03/01/1990,French franc,1.0200,5.85000,0.174359
03/01/1990,Japanese yen,33.4000,145.70000,0.229238
03/01/1990,U.K. pound,0.0893,1.61220,0.143969
03/01/1990,U.S. dollar,0.4520,1.00000,0.452000
04/01/1990,Deutsche mark,0.5270,1.70900,0.308367
04/01/1990,French franc,1.0200,5.84000,0.174658
04/01/1990,Japanese yen,33.4000,144.62000,0.230950
04/01/1990,U.K. pound,0.0893,1.61680,0.144380
04/01/1990,U.S. dollar,0.4520,1.00000,0.452000
05/01/1990,Deutsche mark,0.5270,1.68820,0.312167
05/01/1990,French franc,1.0200,5.76820,0.176832
05/01/1990,Japanese yen,33.4000,144.10000,0.231783
05/01/1990,U.K. pound,0.0893,1.63260,0.145791
05/01/1990,U.S. dollar,0.4520,1.00000,0.452000
08/01/1990,Deutsche mark,0.5270,1.68050,0.313597
08/01/1990,French franc,1.0200,5.73620,0.177818
08/01/1990,Japanese yen,33.4000,144.55000,0.231062
08/01/1990,U.K. pound,0.0893,1.64550,0.146943
08/01/1990,U.S. dollar,0.4520,1.00000,0.452000
09/01/1990,Deutsche mark,0.5270,1.67850,0.313971
09/01/1990,French franc,1.0200,5.72150,0.178275
09/01/1990,Japanese yen,33.4000,145.00000,0.230345
09/01/1990,U.K. pound,0.0893,1.65420,0.147720
09/01/1990,U.S. dollar,0.4520,1.00000,0.452000
10/01/1990,Deutsche mark,0.5270,1.67450,0.314721
10/01/1990,French franc,1.0200,5.70250,0.178869
10/01/1990,Japanese yen,33.4000,145.22000,0.229996
10/01/1990,U.K. pound,0.0893,1.66180,0.148399
10/01/1990,U.S. dollar,0.4520,1.00000,0.452000
11/01/1990,Deutsche mark,0.5270,1.68400,0.312945
11/01/1990,French franc,1.0200,5.73400,0.177886
11/01/1990,Japanese yen,33.4000,145.22000,0.229996
11/01/1990,U.K. pound,0.0893,1.65560,0.147845
11/01/1990,U.S. dollar,0.4520,1.00000,0.452000
12/01/1990,Deutsche mark,0.5270,1.68120,0.313467
12/01/1990,French franc,1.0200,5.72800,0.178073
12/01/1990,Japanese yen,33.4000,145.37000,0.229759
12/01/1990,U.K. pound,0.0893,1.66380,0.148577
12/01/1990,U.S. dollar,0.4520,1.00000,0.452000
15/01/1990,Deutsche mark,0.5270,1.68270,0.313187
15/01/1990,French franc,1.0200,5.72600,0.178135
15/01/1990,Japanese yen,33.4000,145.60000,0.229396
15/01/1990,U.K. pound,0.0893,1.67180,0.149292
15/01/1990,U.S. dollar,0.4520,1.00000,0.452000
16/01/1990,Deutsche mark,0.5270,1.70920,0.308331
16/01/1990,French franc,1.0200,5.81500,0.175408
16/01/1990,Japanese yen,33.4000,145.57000,0.229443
16/01/1990,U.K. pound,0.0893,1.65200,0.147524
16/01/1990,U.S. dollar,0.4520,1.00000,0.452000
17/01/1990,Deutsche mark,0.5270,1.69550,0.310823
17/01/1990,French franc,1.0200,5.76500,0.176930
17/01/1990,Japanese yen,33.4000,145.57000,0.229443
17/01/1990,U.K. pound,0.0893,1.64930,0.147282
17/01/1990,U.S. dollar,0.4520,1.00000,0.452000
18/01/1990,Deutsche mark,0.5270,1.70020,0.309964
18/01/1990,French franc,1.0200,5.77950,0.176486
18/01/1990,Japanese yen,33.4000,145.75000,0.229160
18/01/1990,U.K. pound,0.0893,1.64460,0.146863
18/01/1990,U.S. dollar,0.4520,1.00000,0.452000
19/01/1990,Deutsche mark,0.5270,1.71400,0.307468
19/01/1990,French franc,1.0200,5.82400,0.175137
19/01/1990,Japanese yen,33.4000,146.15000,0.228532
19/01/1990,U.K. pound,0.0893,1.64340,0.146756
19/01/1990,U.S. dollar,0.4520,1.00000,0.452000
22/01/1990,Deutsche mark,0.5270,1.71950,0.306484
22/01/1990,French franc,1.0200,5.84470,0.174517
22/01/1990,Japanese yen,33.4000,146.30000,0.228298
22/01/1990,U.K. pound,0.0893,1.63950,0.146407
22/01/1990,U.S. dollar,0.4520,1.00000,0.452000
23/01/1990,Deutsche mark,0.5270,1.70520,0.309055
23/01/1990,French franc,1.0200,5.79800,0.175923
23/01/1990,Japanese yen,33.4000,146.02000,0.228736
23/01/1990,U.K. pound,0.0893,1.64450,0.146854
23/01/1990,U.S. dollar,0.4520,1.00000,0.452000
24/01/1990,Deutsche mark,0.5270,1.68730,0.312333
24/01/1990,French franc,1.0200,5.73450,0.177871
24/01/1990,Japanese yen,33.4000,145.15000,0.230107
24/01/1990,U.K. pound,0.0893,1.65850,0.148104
24/01/1990,U.S. dollar,0.4520,1.00000,0.452000
25/01/1990,Deutsche mark,0.5270,1.68870,0.312074
25/01/1990,French franc,1.0200,5.73800,0.177762
25/01/1990,Japanese yen,33.4000,145.22000,0.229996
25/01/1990,U.K. pound,0.0893,1.65550,0.147836
25/01/1990,U.S. dollar,0.4520,1.00000,0.452000
26/01/1990,Deutsche mark,0.5270,1.68870,0.312074
26/01/1990,French franc,1.0200,5.73770,0.177772
26/01/1990,Japanese yen,33.4000,143.30000,0.233077
26/01/1990,U.K. pound,0.0893,1.66500,0.148685
26/01/1990,U.S. dollar,0.4520,1.00000,0.452000
29/01/1990,Deutsche mark,0.5270,1.67220,0.315154
29/01/1990,French franc,1.0200,5.68200,0.179514
29/01/1990,Japanese yen,33.4000,142.60000,0.234222
29/01/1990,U.K. pound,0.0893,1.67900,0.149935
29/01/1990,U.S. dollar,0.4520,1.00000,0.452000
30/01/1990,Deutsche mark,0.5270,1.67870,0.313933
30/01/1990,French franc,1.0200,5.70200,0.178885
30/01/1990,Japanese yen,33.4000,143.82000,0.232235
30/01/1990,U.K. pound,0.0893,1.68180,0.150185
30/01/1990,U.S. dollar,0.4520,1.00000,0.452000
31/01/1990,Deutsche mark,0.5270,1.68270,0.313187
31/01/1990,French franc,1.0200,5.71420,0.178503
31/01/1990,Japanese yen,33.4000,144.20000,0.231623
31/01/1990,U.K. pound,0.0893,1.68280,0.150274
31/01/1990,U.S. dollar,0.4520,1.00000,0.452000
01/02/1990,Deutsche mark,0.5270,1.68100,0.313504
01/02/1990,French franc,1.0200,5.71100,0.178603
01/02/1990,Japanese yen,33.4000,144.67000,0.230870
01/02/1990,U.K. pound,0.0893,1.68230,0.150229
01/02/1990,U.S. dollar,0.4520,1.00000,0.452000
02/02/1990,Deutsche mark,0.5270,1.68250,0.313224
02/02/1990,French franc,1.0200,5.71420,0.178503
02/02/1990,Japanese yen,33.4000,145.20000,0.230028
02/02/1990,U.K. pound,0.0893,1.68150,0.150158
02/02/1990,U.S. dollar,0.4520,1.00000,0.452000
05/02/1990,Deutsche mark,0.5270,1.67870,0.313933
05/02/1990,French franc,1.0200,5.70220,0.178878
05/02/1990,Japanese yen,33.4000,145.65000,0.229317
05/02/1990,U.K. pound,0.0893,1.69130,0.151033
05/02/1990,U.S. dollar,0.4520,1.00000,0.452000
06/02/1990,Deutsche mark,0.5270,1.65320,0.318776
06/02/1990,French franc,1.0200,5.62470,0.181343
06/02/1990,Japanese yen,33.4000,144.37000,0.231350
06/02/1990,U.K. pound,0.0893,1.70580,0.152328
06/02/1990,U.S. dollar,0.4520,1.00000,0.452000
07/02/1990,Deutsche mark,0.5270,1.65050,0.319297
07/02/1990,French franc,1.0200,5.62120,0.181456
07/02/1990,Japanese yen,33.4000,145.17000,0.230075
07/02/1990,U.K. pound,0.0893,1.70630,0.152373
07/02/1990,U.S. dollar,0.4520,1.00000,0.452000
08/02/1990,Deutsche mark,0.5270,1.66520,0.316479
08/02/1990,French franc,1.0200,5.66100,0.180180
08/02/1990,Japanese yen,33.4000,145.27000,0.229917
08/02/1990,U.K. pound,0.0893,1.69100,0.151006
08/02/1990,U.S. dollar,0.4520,1.00000,0.452000
09/02/1990,Deutsche mark,0.5270,1.66820,0.315909
09/02/1990,French franc,1.0200,5.67650,0.179688
09/02/1990,Japanese yen,33.4000,145.22000,0.229996
09/02/1990,U.K. pound,0.0893,1.69130,0.151033
09/02/1990,U.S. dollar,0.4520,1.00000,0.452000
12/02/1990,Deutsche mark,0.5270,1.67370,0.314871
12/02/1990,French franc,1.0200,5.69270,0.179177
12/02/1990,Japanese yen,33.4000,144.35000,0.231382
12/02/1990,U.K. pound,0.0893,1.69530,0.151390
12/02/1990,U.S. dollar,0.4520,1.00000,0.452000
13/02/1990,Deutsche mark,0.5270,1.68620,0.312537
13/02/1990,French franc,1.0200,5.73320,0.177911
13/02/1990,Japanese yen,33.4000,144.47000,0.231190
13/02/1990,U.K. pound,0.0893,1.68380,0.150363
13/02/1990,U.S. dollar,0.4520,1.00000,0.452000
14/02/1990,Deutsche mark,0.5270,1.67550,0.314533
14/02/1990,French franc,1.0200,5.69900,0.178979
14/02/1990,Japanese yen,33.4000,144.45000,0.231222
14/02/1990,U.K. pound,0.0893,1.69280,0.151167
14/02/1990,U.S. dollar,0.4520,1.00000,0.452000
15/02/1990,Deutsche mark,0.5270,1.67720,0.314214
15/02/1990,French franc,1.0200,5.70300,0.178853
15/02/1990,Japanese yen,33.4000,144.42000,0.231270
15/02/1990,U.K. pound,0.0893,1.69480,0.151346
15/02/1990,U.S. dollar,0.4520,1.00000,0.452000
16/02/1990,Deutsche mark,0.5270,1.69320,0.311245
16/02/1990,French franc,1.0200,5.75400,0.177268
16/02/1990,Japanese yen,33.4000,144.75000,0.230743
16/02/1990,U.K. pound,0.0893,1.68600,0.150560
16/02/1990,U.S. dollar,0.4520,1.00000,0.452000
19/02/1990,Deutsche mark,0.5270,1.67500,0.314627
19/02/1990,French franc,1.0200,5.68900,0.179293
19/02/1990,Japanese yen,33.4000,144.50000,0.231142
19/02/1990,U.K. pound,0.0893,1.70250,0.152033
19/02/1990,U.S. dollar,0.4520,1.00000,0.452000
20/02/1990,Deutsche mark,0.5270,1.67220,0.315154
20/02/1990,French franc,1.0200,5.68370,0.179461
20/02/1990,Japanese yen,33.4000,145.30000,0.229869
20/02/1990,U.K. pound,0.0893,1.70770,0.152498
20/02/1990,U.S. dollar,0.4520,1.00000,0.452000
21/02/1990,Deutsche mark,0.5270,1.66620,0.316289
21/02/1990,French franc,1.0200,5.65570,0.180349
21/02/1990,Japanese yen,33.4000,145.25000,0.229948
21/02/1990,U.K. pound,0.0893,1.71520,0.153167
21/02/1990,U.S. dollar,0.4520,1.00000,0.452000
22/02/1990,Deutsche mark,0.5270,1.67380,0.314852
22/02/1990,French franc,1.0200,5.67100,0.179862
22/02/1990,Japanese yen,33.4000,145.40000,0.229711
22/02/1990,U.K. pound,0.0893,1.71200,0.152882
22/02/1990,U.S. dollar,0.4520,1.00000,0.452000
23/02/1990,Deutsche mark,0.5270,1.67720,0.314214
23/02/1990,French franc,1.0200,5.67900,0.179609
23/02/1990,Japanese yen,33.4000,146.95000,0.227288
23/02/1990,U.K. pound,0.0893,1.70880,0.152596
23/02/1990,U.S. dollar,0.4520,1.00000,0.452000
26/02/1990,Deutsche mark,0.5270,1.68700,0.312389
26/02/1990,French franc,1.0200,5.70800,0.178697
26/02/1990,Japanese yen,33.4000,148.77000,0.224508
26/02/1990,U.K. pound,0.0893,1.69850,0.151676
26/02/1990,U.S. dollar,0.4520,1.00000,0.452000
27/02/1990,Deutsche mark,0.5270,1.68950,0.311927
27/02/1990,French franc,1.0200,5.72270,0.178238
27/02/1990,Japanese yen,33.4000,148.82000,0.224432
27/02/1990,U.K. pound,0.0893,1.68730,0.150676
27/02/1990,U.S. dollar,0.4520,1.00000,0.452000
28/02/1990,Deutsche mark,0.5270,1.69170,0.311521
28/02/1990,French franc,1.0200,5.72450,0.178182
28/02/1990,Japanese yen,33.4000,148.67000,0.224659
28/02/1990,U.K. pound,0.0893,1.68470,0.150444
28/02/1990,U.S. dollar,0.4520,1.00000,0.452000
01/03/1990,Deutsche mark,0.5270,1.71120,0.307971
01/03/1990,French franc,1.0200,5.78400,0.176349
01/03/1990,Japanese yen,33.4000,149.65000,0.223187
01/03/1990,U.K. pound,0.0893,1.67020,0.149149
01/03/1990,U.S. dollar,0.4520,1.00000,0.452000
02/03/1990,Deutsche mark,0.5270,1.71770,0.306806
02/03/1990,French franc,1.0200,5.80270,0.175780
02/03/1990,Japanese yen,33.4000,149.75000,0.223038
02/03/1990,U.K. pound,0.0893,1.66330,0.148533
02/03/1990,U.S. dollar,0.4520,1.00000,0.452000
05/03/1990,Deutsche mark,0.5270,1.69870,0.310237
05/03/1990,French franc,1.0200,5.73850,0.177747
05/03/1990,Japanese yen,33.4000,148.70000,0.224613
05/03/1990,U.K. pound,0.0893,1.64700,0.147077
05/03/1990,U.S. dollar,0.4520,1.00000,0.452000
06/03/1990,Deutsche mark,0.5270,1.69600,0.310731
06/03/1990,French franc,1.0200,5.73620,0.177818
06/03/1990,Japanese yen,33.4000,149.65000,0.223187
06/03/1990,U.K. pound,0.0893,1.65240,0.147559
06/03/1990,U.S. dollar,0.4520,1.00000,0.452000
07/03/1990,Deutsche mark,0.5270,1.70350,0.309363
07/03/1990,French franc,1.0200,5.75620,0.177200
07/03/1990,Japanese yen,33.4000,150.80000,0.221485
07/03/1990,U.K. pound,0.0893,1.64070,0.146515
07/03/1990,U.S. dollar,0.4520,1.00000,0.452000
08/03/1990,Deutsche mark,0.5270,1.70070,0.309872
08/03/1990,French franc,1.0200,5.75000,0.177391
08/03/1990,Japanese yen,33.4000,150.87000,0.221383
08/03/1990,U.K. pound,0.0893,1.64880,0.147238
08/03/1990,U.S. dollar,0.4520,1.00000,0.452000
09/03/1990,Deutsche mark,0.5270,1.70120,0.309781
09/03/1990,French franc,1.0200,5.75000,0.177391
09/03/1990,Japanese yen,33.4000,151.22000,0.220870
09/03/1990,U.K. pound,0.0893,1.62430,0.145050
09/03/1990,U.S. dollar,0.4520,1.00000,0.452000
12/03/1990,Deutsche mark,0.5270,1.70670,0.308783
12/03/1990,French franc,1.0200,5.76950,0.176792
12/03/1990,Japanese yen,33.4000,152.12000,0.219564
12/03/1990,U.K. pound,0.0893,1.61000,0.143773
12/03/1990,U.S. dollar,0.4520,1.00000,0.452000
13/03/1990,Deutsche mark,0.5270,1.71500,0.307289
13/03/1990,French franc,1.0200,5.79600,0.175983
13/03/1990,Japanese yen,33.4000,152.95000,0.218372
13/03/1990,U.K. pound,0.0893,1.59980,0.142862
13/03/1990,U.S. dollar,0.4520,1.00000,0.452000
14/03/1990,Deutsche mark,0.5270,1.71270,0.307701
14/03/1990,French franc,1.0200,5.78820,0.176221
14/03/1990,Japanese yen,33.4000,152.15000,0.219520
14/03/1990,U.K. pound,0.0893,1.60530,0.143353
14/03/1990,U.S. dollar,0.4520,1.00000,0.452000
15/03/1990,Deutsche mark,0.5270,1.71120,0.307971
15/03/1990,French franc,1.0200,5.78400,0.176349
15/03/1990,Japanese yen,33.4000,153.25000,0.217945
15/03/1990,U.K. pound,0.0893,1.60830,0.143621
15/03/1990,U.S. dollar,0.4520,1.00000,0.452000
16/03/1990,Deutsche mark,0.5270,1.69870,0.310237
16/03/1990,French franc,1.0200,5.74050,0.177685
16/03/1990,Japanese yen,33.4000,152.27000,0.219347
16/03/1990,U.K. pound,0.0893,1.62220,0.144862
16/03/1990,U.S. dollar,0.4520,1.00000,0.452000
19/03/1990,Deutsche mark,0.5270,1.68250,0.313224
19/03/1990,French franc,1.0200,5.68900,0.179293
19/03/1990,Japanese yen,33.4000,153.57000,0.217490
19/03/1990,U.K. pound,0.0893,1.61650,0.144353
19/03/1990,U.S. dollar,0.4520,1.00000,0.452000
20/03/1990,Deutsche mark,0.5270,1.68600,0.312574
20/03/1990,French franc,1.0200,5.70100,0.178916
20/03/1990,Japanese yen,33.4000,153.22000,0.217987
20/03/1990,U.K. pound,0.0893,1.62000,0.144666
20/03/1990,U.S. dollar,0.4520,1.00000,0.452000
21/03/1990,Deutsche mark,0.5270,1.70420,0.309236
21/03/1990,French franc,1.0200,5.75400,0.177268
21/03/1990,Japanese yen,33.4000,154.20000,0.216602
21/03/1990,U.K. pound,0.0893,1.59420,0.142362
21/03/1990,U.S. dollar,0.4520,1.00000,0.452000
22/03/1990,Deutsche mark,0.5270,1.71270,0.307701
22/03/1990,French franc,1.0200,5.77250,0.176700
22/03/1990,Japanese yen,33.4000,155.00000,0.215484
22/03/1990,U.K. pound,0.0893,1.59530,0.142460
22/03/1990,U.S. dollar,0.4520,1.00000,0.452000
23/03/1990,Deutsche mark,0.5270,1.70620,0.308874
23/03/1990,French franc,1.0200,5.75050,0.177376
23/03/1990,Japanese yen,33.4000,154.87000,0.215665
23/03/1990,U.K. pound,0.0893,1.60440,0.143273
23/03/1990,U.S. dollar,0.4520,1.00000,0.452000
26/03/1990,Deutsche mark,0.5270,1.71170,0.307881
26/03/1990,French franc,1.0200,5.76350,0.176976
26/03/1990,Japanese yen,33.4000,155.70000,0.214515
26/03/1990,U.K. pound,0.0893,1.61350,0.144086
26/03/1990,U.S. dollar,0.4520,1.00000,0.452000
27/03/1990,Deutsche mark,0.5270,1.71400,0.307468
27/03/1990,French franc,1.0200,5.76920,0.176801
27/03/1990,Japanese yen,33.4000,156.87000,0.212915
27/03/1990,U.K. pound,0.0893,1.61500,0.144220
27/03/1990,U.S. dollar,0.4520,1.00000,0.452000
28/03/1990,Deutsche mark,0.5270,1.71350,0.307558
28/03/1990,French franc,1.0200,5.75900,0.177114
28/03/1990,Japanese yen,33.4000,158.57000,0.210633
28/03/1990,U.K. pound,0.0893,1.62580,0.145184
28/03/1990,U.S. dollar,0.4520,1.00000,0.452000
29/03/1990,Deutsche mark,0.5270,1.70070,0.309872
29/03/1990,French franc,1.0200,5.72200,0.178259
29/03/1990,Japanese yen,33.4000,157.17000,0.212509
29/03/1990,U.K. pound,0.0893,1.63200,0.145738
29/03/1990,U.S. dollar,0.4520,1.00000,0.452000
30/03/1990,Deutsche mark,0.5270,1.69420,0.311061
30/03/1990,French franc,1.0200,5.70050,0.178932
30/03/1990,Japanese yen,33.4000,157.45000,0.212131
30/03/1990,U.K. pound,0.0893,1.64280,0.146702
30/03/1990,U.S. dollar,0.4520,1.00000,0.452000
02/04/1990,Deutsche mark,0.5270,1.70220,0.309599
02/04/1990,French franc,1.0200,5.72150,0.178275
02/04/1990,Japanese yen,33.4000,159.57000,0.209313
02/04/1990,U.K. pound,0.0893,1.62720,0.145309
02/04/1990,U.S. dollar,0.4520,1.00000,0.452000
03/04/1990,Deutsche mark,0.5270,1.70120,0.309781
03/04/1990,French franc,1.0200,5.71500,0.178478
03/04/1990,Japanese yen,33.4000,158.62000,0.210566
03/04/1990,U.K. pound,0.0893,1.63270,0.145800
03/04/1990,U.S. dollar,0.4520,1.00000,0.452000
04/04/1990,Deutsche mark,0.5270,1.69820,0.310329
04/04/1990,French franc,1.0200,5.70400,0.178822
04/04/1990,Japanese yen,33.4000,158.82000,0.210301
04/04/1990,U.K. pound,0.0893,1.64120,0.146559
04/04/1990,U.S. dollar,0.4520,1.00000,0.452000
05/04/1990,Deutsche mark,0.5270,1.69970,0.310055
05/04/1990,French franc,1.0200,5.71400,0.178509
05/04/1990,Japanese yen,33.4000,157.70000,0.211795
05/04/1990,U.K. pound,0.0893,1.64500,0.146899
05/04/1990,U.S. dollar,0.4520,1.00000,0.452000
06/04/1990,Deutsche mark,0.5270,1.69650,0.310640
06/04/1990,French franc,1.0200,5.70400,0.178822
06/04/1990,Japanese yen,33.4000,157.40000,0.212198
06/04/1990,U.K. pound,0.0893,1.63830,0.146300
06/04/1990,U.S. dollar,0.4520,1.00000,0.452000
09/04/1990,Deutsche mark,0.5270,1.69050,0.311742
09/04/1990,French franc,1.0200,5.67900,0.179609
09/04/1990,Japanese yen,33.4000,156.95000,0.212807
09/04/1990,U.K. pound,0.0893,1.64000,0.146452
09/04/1990,U.S. dollar,0.4520,1.00000,0.452000
10/04/1990,Deutsche mark,0.5270,1.69250,0.311374
10/04/1990,French franc,1.0200,5.68200,0.179514
10/04/1990,Japanese yen,33.4000,158.07000,0.211299
10/04/1990,U.K. pound,0.0893,1.63330,0.145854
10/04/1990,U.S. dollar,0.4520,1.00000,0.452000
11/04/1990,Deutsche mark,0.5270,1.67550,0.314533
11/04/1990,French franc,1.0200,5.63320,0.181069
11/04/1990,Japanese yen,33.4000,158.35000,0.210925
11/04/1990,U.K. pound,0.0893,1.64170,0.146604
11/04/1990,U.S. dollar,0.4520,1.00000,0.452000
12/04/1990,Deutsche mark,0.5270,1.67500,0.314627
12/04/1990,French franc,1.0200,5.62850,0.181221
12/04/1990,Japanese yen,33.4000,158.30000,0.210992
12/04/1990,U.K. pound,0.0893,1.64350,0.146765
12/04/1990,U.S. dollar,0.4520,1.00000,0.452000
13/04/1990,Deutsche mark,0.5270,1.67230,0.315135
13/04/1990,French franc,1.0200,5.61950,0.181511
13/04/1990,Japanese yen,33.4000,158.70000,0.210460
13/04/1990,U.K. pound,0.0893,1.63930,0.146389
13/04/1990,U.S. dollar,0.4520,1.00000,0.452000
16/04/1990,Deutsche mark,0.5270,1.67730,0.314195
16/04/1990,French franc,1.0200,5.63380,0.181050
16/04/1990,Japanese yen,33.4000,159.35000,0.209602
16/04/1990,U.K. pound,0.0893,1.63150,0.145693
16/04/1990,U.S. dollar,0.4520,1.00000,0.452000
17/04/1990,Deutsche mark,0.5270,1.68120,0.313467
17/04/1990,French franc,1.0200,5.64900,0.180563
17/04/1990,Japanese yen,33.4000,159.87000,0.208920
17/04/1990,U.K. pound,0.0893,1.62780,0.145363
17/04/1990,U.S. dollar,0.4520,1.00000,0.452000
18/04/1990,Deutsche mark,0.5270,1.68020,0.313653
18/04/1990,French franc,1.0200,5.64670,0.180636
18/04/1990,Japanese yen,33.4000,159.72000,0.209116
18/04/1990,U.K. pound,0.0893,1.63480,0.145988
18/04/1990,U.S. dollar,0.4520,1.00000,0.452000
19/04/1990,Deutsche mark,0.5270,1.67200,0.315191
19/04/1990,French franc,1.0200,5.62400,0.181366
19/04/1990,Japanese yen,33.4000,157.07000,0.212644
19/04/1990,U.K. pound,0.0893,1.64680,0.147059
19/04/1990,U.S. dollar,0.4520,1.00000,0.452000
20/04/1990,Deutsche mark,0.5270,1.68150,0.313411
20/04/1990,French franc,1.0200,5.65100,0.180499
20/04/1990,Japanese yen,33.4000,157.65000,0.211862
20/04/1990,U.K. pound,0.0893,1.64330,0.146747
20/04/1990,U.S. dollar,0.4520,1.00000,0.452000
23/04/1990,Deutsche mark,0.5270,1.69770,0.310420
23/04/1990,French franc,1.0200,5.70000,0.178947
23/04/1990,Japanese yen,33.4000,157.60000,0.211929
23/04/1990,U.K. pound,0.0893,1.63530,0.146032
23/04/1990,U.S. dollar,0.4520,1.00000,0.452000
24/04/1990,Deutsche mark,0.5270,1.69720,0.310511
24/04/1990,French franc,1.0200,5.69400,0.179136
24/04/1990,Japanese yen,33.4000,158.62000,0.210566
24/04/1990,U.K. pound,0.0893,1.63350,0.145872
24/04/1990,U.S. dollar,0.4520,1.00000,0.452000
25/04/1990,Deutsche mark,0.5270,1.69420,0.311061
25/04/1990,French franc,1.0200,5.68450,0.179435
25/04/1990,Japanese yen,33.4000,159.15000,0.209865
25/04/1990,U.K. pound,0.0893,1.62780,0.145363
25/04/1990,U.S. dollar,0.4520,1.00000,0.452000
26/04/1990,Deutsche mark,0.5270,1.67550,0.314533
26/04/1990,French franc,1.0200,5.61820,0.181553
26/04/1990,Japanese yen,33.4000,158.77000,0.210367
26/04/1990,U.K. pound,0.0893,1.63620,0.146113
26/04/1990,U.S. dollar,0.4520,1.00000,0.452000
27/04/1990,Deutsche mark,0.5270,1.68250,0.313224
27/04/1990,French franc,1.0200,5.64400,0.180723
27/04/1990,Japanese yen,33.4000,158.77000,0.210367
27/04/1990,U.K. pound,0.0893,1.63200,0.145738
27/04/1990,U.S. dollar,0.4520,1.00000,0.452000
30/04/1990,Deutsche mark,0.5270,1.68020,0.313653
30/04/1990,French franc,1.0200,5.64100,0.180819
