Date,Currency,Exchange Rate,USD Equivalent,Percent Change
29/10/1999,French franc,0.8130,6.37370,0.127555
29/10/1999,Japanese yen,27.2000,119.40000,0.227806
29/10/1999,U.K. pound,0.1050,1.59770,0.167759
29/10/1999,U.S. dollar,0.5820,1.00000,0.582000
30/10/1999,Deutsche mark,0.4460,1.88820,0.236204
30/10/1999,French franc,0.8130,6.37370,0.127555
30/10/1999,Japanese yen,27.2000,119.40000,0.227806
30/10/1999,U.K. pound,0.1050,1.59770,0.167759
30/10/1999,U.S. dollar,0.5820,1.00000,0.582000
31/10/1999,Deutsche mark,0.4460,1.88820,0.236204
31/10/1999,French franc,0.8130,6.37370,0.127555
31/10/1999,Japanese yen,27.2000,119.40000,0.227806
31/10/1999,U.K. pound,0.1050,1.59770,0.167759
31/10/1999,U.S. dollar,0.5820,1.00000,0.582000
01/11/1999,Deutsche mark,0.4460,1.88820,0.236204
01/11/1999,French franc,0.8130,6.37370,0.127555
01/11/1999,Japanese yen,27.2000,119.40000,0.227806
01/11/1999,U.K. pound,0.1050,1.59770,0.167759
01/11/1999,U.S. dollar,0.5820,1.00000,0.582000
02/11/1999,Deutsche mark,0.4460,1.88820,0.236204
02/11/1999,French franc,0.8130,6.37370,0.127555
02/11/1999,Japanese yen,27.2000,119.40000,0.227806
02/11/1999,U.K. pound,0.1050,1.59770,0.167759
02/11/1999,U.S. dollar,0.5820,1.00000,0.582000
03/11/1999,Deutsche mark,0.4460,1.88820,0.236204
03/11/1999,French franc,0.8130,6.37370,0.127555
03/11/1999,Japanese yen,27.2000,119.40000,0.227806
03/11/1999,U.K. pound,0.1050,1.59770,0.167759
03/11/1999,U.S. dollar,0.5820,1.00000,0.582000
04/11/1999,Deutsche mark,0.4460,1.88820,0.236204
04/11/1999,French franc,0.8130,6.37370,0.127555
04/11/1999,Japanese yen,27.2000,119.40000,0.227806
04/11/1999,U.K. pound,0.1050,1.59770,0.167759
04/11/1999,U.S. dollar,0.5820,1.00000,0.582000
05/11/1999,Deutsche mark,0.4460,1.88820,0.236204
05/11/1999,French franc,0.8130,6.37370,0.127555
05/11/1999,Japanese yen,27.2000,119.40000,0.227806
05/11/1999,U.K. pound,0.1050,1.59770,0.167759
05/11/1999,U.S. dollar,0.5820,1.00000,0.582000
06/11/1999,Deutsche mark,0.4460,1.88820,0.236204
06/11/1999,French franc,0.8130,6.37370,0.127555
06/11/1999,Japanese yen,27.2000,119.40000,0.227806
06/11/1999,U.K. pound,0.1050,1.59770,0.167759
06/11/1999,U.S. dollar,0.5820,1.00000,0.582000
07/11/1999,Deutsche mark,0.4460,1.88820,0.236204
07/11/1999,French franc,0.8130,6.37370,0.127555
07/11/1999,Japanese yen,27.2000,119.40000,0.227806
07/11/1999,U.K. pound,0.1050,1.59770,0.167759
07/11/1999,U.S. dollar,0.5820,1.00000,0.582000
08/11/1999,Deutsche mark,0.4460,1.88820,0.236204
08/11/1999,French franc,0.8130,6.37370,0.127555
08/11/1999,Japanese yen,27.2000,119.40000,0.227806
08/11/1999,U.K. pound,0.1050,1.59770,0.167759
08/11/1999,U.S. dollar,0.5820,1.00000,0.582000
09/11/1999,Deutsche mark,0.4460,1.88820,0.236204
09/11/1999,French franc,0.8130,6.37370,0.127555
09/11/1999,Japanese yen,27.2000,119.40000,0.227806
09/11/1999,U.K. pound,0.1050,1.59770,0.167759
09/11/1999,U.S. dollar,0.5820,1.00000,0.582000
10/11/1999,Deutsche mark,0.4460,1.88820,0.236204
10/11/1999,French franc,0.8130,6.37370,0.127555
10/11/1999,Japanese yen,27.2000,119.40000,0.227806
10/11/1999,U.K. pound,0.1050,1.59770,0.167759
10/11/1999,U.S. dollar,0.5820,1.00000,0.582000
11/11/1999,Deutsche mark,0.4460,1.88820,0.236204
11/11/1999,French franc,0.8130,6.37370,0.127555
11/11/1999,Japanese yen,27.2000,119.40000,0.227806
11/11/1999,U.K. pound,0.1050,1.59770,0.167759
11/11/1999,U.S. dollar,0.5820,1.00000,0.582000
12/11/1999,Deutsche mark,0.4460,1.88820,0.236204
12/11/1999,French franc,0.8130,6.37370,0.127555
12/11/1999,Japanese yen,27.2000,119.40000,0.227806
12/11/1999,U.K. pound,0.1050,1.59770,0.167759
12/11/1999,U.S. dollar,0.5820,1.00000,0.582000
13/11/1999,Deutsche mark,0.4460,1.88820,0.236204
13/11/1999,French franc,0.8130,6.37370,0.127555
13/11/1999,Japanese yen,27.2000,119.40000,0.227806
13/11/1999,U.K. pound,0.1050,1.59770,0.167759
13/11/1999,U.S. dollar,0.5820,1.00000,0.582000
14/11/1999,Deutsche mark,0.4460,1.88820,0.236204
14/11/1999,French franc,0.8130,6.37370,0.127555
14/11/1999,Japanese yen,27.2000,119.40000,0.227806
14/11/1999,U.K. pound,0.1050,1.59770,0.167759
14/11/1999,U.S. dollar,0.5820,1.00000,0.582000
15/11/1999,Deutsche mark,0.4460,1.88820,0.236204
15/11/1999,French franc,0.8130,6.37370,0.127555
15/11/1999,Japanese yen,27.2000,119.40000,0.227806
15/11/1999,U.K. pound,0.1050,1.59770,0.167759
15/11/1999,U.S. dollar,0.5820,1.00000,0.582000
16/11/1999,Deutsche mark,0.4460,1.88820,0.236204
16/11/1999,French franc,0.8130,6.37370,0.127555
16/11/1999,Japanese yen,27.2000,119.40000,0.227806
16/11/1999,U.K. pound,0.1050,1.59770,0.167759
16/11/1999,U.S. dollar,0.5820,1.00000,0.582000
17/11/1999,Deutsche mark,0.4460,1.88820,0.236204
17/11/1999,French franc,0.8130,6.37370,0.127555
17/11/1999,Japanese yen,27.2000,119.40000,0.227806
17/11/1999,U.K. pound,0.1050,1.59770,0.167759
17/11/1999,U.S. dollar,0.5820,1.00000,0.582000
18/11/1999,Deutsche mark,0.4460,1.88820,0.236204
18/11/1999,French franc,0.8130,6.37370,0.127555
18/11/1999,Japanese yen,27.2000,119.40000,0.227806
18/11/1999,U.K. pound,0.1050,1.59770,0.167759
18/11/1999,U.S. dollar,0.5820,1.00000,0.582000
19/11/1999,Deutsche mark,0.4460,1.88820,0.236204
19/11/1999,French franc,0.8130,6.37370,0.127555
19/11/1999,Japanese yen,27.2000,119.40000,0.227806
19/11/1999,U.K. pound,0.1050,1.59770,0.167759
19/11/1999,U.S. dollar,0.5820,1.00000,0.582000
20/11/1999,Deutsche mark,0.4460,1.88820,0.236204
20/11/1999,French franc,0.8130,6.37370,0.127555
20/11/1999,Japanese yen,27.2000,119.40000,0.227806
20/11/1999,U.K. pound,0.1050,1.59770,0.167759
20/11/1999,U.S. dollar,0.5820,1.00000,0.582000
21/11/1999,Deutsche mark,0.4460,1.88820,0.236204
21/11/1999,French franc,0.8130,6.37370,0.127555
21/11/1999,Japanese yen,27.2000,119.40000,0.227806
21/11/1999,U.K. pound,0.1050,1.59770,0.167759
21/11/1999,U.S. dollar,0.5820,1.00000,0.582000
22/11/1999,Deutsche mark,0.4460,1.88820,0.236204
22/11/1999,French franc,0.8130,6.37370,0.127555
22/11/1999,Japanese yen,27.2000,119.40000,0.227806
22/11/1999,U.K. pound,0.1050,1.59770,0.167759
22/11/1999,U.S. dollar,0.5820,1.00000,0.582000
23/11/1999,Deutsche mark,0.4460,1.88820,0.236204
23/11/1999,French franc,0.8130,6.37370,0.127555
23/11/1999,Japanese yen,27.2000,119.40000,0.227806
23/11/1999,U.K. pound,0.1050,1.59770,0.167759
23/11/1999,U.S. dollar,0.5820,1.00000,0.582000
24/11/1999,Deutsche mark,0.4460,1.88820,0.236204
24/11/1999,French franc,0.8130,6.37370,0.127555
24/11/1999,Japanese yen,27.2000,119.40000,0.227806
24/11/1999,U.K. pound,0.1050,1.59770,0.167759
24/11/1999,U.S. dollar,0.5820,1.00000,0.582000
25/11/1999,Deutsche mark,0.4460,1.88820,0.236204
25/11/1999,French franc,0.8130,6.37370,0.127555
25/11/1999,Japanese yen,27.2000,119.40000,0.227806
25/11/1999,U.K. pound,0.1050,1.59770,0.167759
25/11/1999,U.S. dollar,0.5820,1.00000,0.582000
26/11/1999,Deutsche mark,0.4460,1.88820,0.236204
26/11/1999,French franc,0.8130,6.37370,0.127555
26/11/1999,Japanese yen,27.2000,119.40000,0.227806
26/11/1999,U.K. pound,0.1050,1.59770,0.167759
26/11/1999,U.S. dollar,0.5820,1.00000,0.582000
27/11/1999,Deutsche mark,0.4460,1.88820,0.236204
27/11/1999,French franc,0.8130,6.37370,0.127555
27/11/1999,Japanese yen,27.2000,119.40000,0.227806
27/11/1999,U.K. pound,0.1050,1.59770,0.167759
27/11/1999,U.S. dollar,0.5820,1.00000,0.582000
28/11/1999,Deutsche mark,0.4460,1.88820,0.236204
28/11/1999,French franc,0.8130,6.37370,0.127555
28/11/1999,Japanese yen,27.2000,119.40000,0.227806
28/11/1999,U.K. pound,0.1050,1.59770,0.167759
28/11/1999,U.S. dollar,0.5820,1.00000,0.582000
29/11/1999,Deutsche mark,0.4460,1.88820,0.236204
29/11/1999,French franc,0.8130,6.37370,0.127555
29/11/1999,Japanese yen,27.2000,119.40000,0.227806
29/11/1999,U.K. pound,0.1050,1.59770,0.167759
29/11/1999,U.S. dollar,0.5820,1.00000,0.582000
30/11/1999,Deutsche mark,0.4460,1.88820,0.236204
30/11/1999,French franc,0.8130,6.37370,0.127555
30/11/1999,Japanese yen,27.2000,119.40000,0.227806
30/11/1999,U.K. pound,0.1050,1.59770,0.167759
30/11/1999,U.S. dollar,0.5820,1.00000,0.582000
01/12/1999,Deutsche mark,0.4460,1.88820,0.236204
01/12/1999,French franc,0.8130,6.37370,0.127555
01/12/1999,Japanese yen,27.2000,119.40000,0.227806
01/12/1999,U.K. pound,0.1050,1.59770,0.167759
01/12/1999,U.S. dollar,0.5820,1.00000,0.582000
02/12/1999,Deutsche mark,0.4460,1.88820,0.236204
02/12/1999,French franc,0.8130,6.37370,0.127555
02/12/1999,Japanese yen,27.2000,119.40000,0.227806
02/12/1999,U.K. pound,0.1050,1.59770,0.167759
02/12/1999,U.S. dollar,0.5820,1.00000,0.582000
03/12/1999,Deutsche mark,0.4460,1.88820,0.236204
03/12/1999,French franc,0.8130,6.37370,0.127555
03/12/1999,Japanese yen,27.2000,119.40000,0.227806
03/12/1999,U.K. pound,0.1050,1.59770,0.167759
03/12/1999,U.S. dollar,0.5820,1.00000,0.582000
04/12/1999,Deutsche mark,0.4460,1.88820,0.236204
04/12/1999,French franc,0.8130,6.37370,0.127555
04/12/1999,Japanese yen,27.2000,119.40000,0.227806
04/12/1999,U.K. pound,0.1050,1.59770,0.167759
04/12/1999,U.S. dollar,0.5820,1.00000,0.582000
05/12/1999,Deutsche mark,0.4460,1.88820,0.236204
05/12/1999,French franc,0.8130,6.37370,0.127555
05/12/1999,Japanese yen,27.2000,119.40000,0.227806
05/12/1999,U.K. pound,0.1050,1.59770,0.167759
05/12/1999,U.S. dollar,0.5820,1.00000,0.582000
06/12/1999,Deutsche mark,0.4460,1.88820,0.236204
06/12/1999,French franc,0.8130,6.37370,0.127555
06/12/1999,Japanese yen,27.2000,119.40000,0.227806
06/12/1999,U.K. pound,0.1050,1.59770,0.167759
06/12/1999,U.S. dollar,0.5820,1.00000,0.582000
07/12/1999,Deutsche mark,0.4460,1.88820,0.236204
07/12/1999,French franc,0.8130,6.37370,0.127555
07/12/1999,Japanese yen,27.2000,119.40000,0.227806
07/12/1999,U.K. pound,0.1050,1.59770,0.167759
07/12/1999,U.S. dollar,0.5820,1.00000,0.582000
08/12/1999,Deutsche mark,0.4460,1.88820,0.236204
08/12/1999,French franc,0.8130,6.37370,0.127555
08/12/1999,Japanese yen,27.2000,119.40000,0.227806
08/12/1999,U.K. pound,0.1050,1.59770,0.167759
08/12/1999,U.S. dollar,0.5820,1.00000,0.582000
09/12/1999,Deutsche mark,0.4460,1.88820,0.236204
09/12/1999,French franc,0.8130,6.37370,0.127555
09/12/1999,Japanese yen,27.2000,119.40000,0.227806
09/12/1999,U.K. pound,0.1050,1.59770,0.167759
09/12/1999,U.S. dollar,0.5820,1.00000,0.582000
10/12/1999,Deutsche mark,0.4460,1.88820,0.236204
10/12/1999,French franc,0.8130,6.37370,0.127555
10/12/1999,Japanese yen,27.2000,119.40000,0.227806
10/12/1999,U.K. pound,0.1050,1.59770,0.167759
10/12/1999,U.S. dollar,0.5820,1.00000,0.582000
11/12/1999,Deutsche mark,0.4460,1.88820,0.236204
11/12/1999,French franc,0.8130,6.37370,0.127555
11/12/1999,Japanese yen,27.2000,119.40000,0.227806
11/12/1999,U.K. pound,0.1050,1.59770,0.167759
11/12/1999,U.S. dollar,0.5820,1.00000,0.582000
12/12/1999,Deutsche mark,0.4460,1.88820,0.236204
12/12/1999,French franc,0.8130,6.37370,0.127555
12/12/1999,Japanese yen,27.2000,119.40000,0.227806
12/12/1999,U.K. pound,0.1050,1.59770,0.167759
12/12/1999,U.S. dollar,0.5820,1.00000,0.582000
13/12/1999,Deutsche mark,0.4460,1.88820,0.236204
13/12/1999,French franc,0.8130,6.37370,0.127555
13/12/1999,Japanese yen,27.2000,119.40000,0.227806
13/12/1999,U.K. pound,0.1050,1.59770,0.167759
13/12/1999,U.S. dollar,0.5820,1.00000,0.582000
14/12/1999,Deutsche mark,0.4460,1.88820,0.236204
14/12/1999,French franc,0.8130,6.37370,0.127555
14/12/1999,Japanese yen,27.2000,119.40000,0.227806
14/12/1999,U.K. pound,0.1050,1.59770,0.167759
14/12/1999,U.S. dollar,0.5820,1.00000,0.582000
15/12/1999,Deutsche mark,0.4460,1.88820,0.236204
15/12/1999,French franc,0.8130,6.37370,0.127555
15/12/1999,Japanese yen,27.2000,119.40000,0.227806
15/12/1999,U.K. pound,0.1050,1.59770,0.167759
15/12/1999,U.S. dollar,0.5820,1.00000,0.582000
16/12/1999,Deutsche mark,0.4460,1.88820,0.236204
16/12/1999,French franc,0.8130,6.37370,0.127555
16/12/1999,Japanese yen,27.2000,119.40000,0.227806
16/12/1999,U.K. pound,0.1050,1.59770,0.167759
16/12/1999,U.S. dollar,0.5820,1.00000,0.582000
17/12/1999,Deutsche mark,0.4460,1.88820,0.236204
17/12/1999,French franc,0.8130,6.37370,0.127555
17/12/1999,Japanese yen,27.2000,119.40000,0.227806
17/12/1999,U.K. pound,0.1050,1.59770,0.167759
17/12/1999,U.S. dollar,0.5820,1.00000,0.582000
18/12/1999,Deutsche mark,0.4460,1.88820,0.236204
18/12/1999,French franc,0.8130,6.37370,0.127555
18/12/1999,Japanese yen,27.2000,119.40000,0.227806
18/12/1999,U.K. pound,0.1050,1.59770,0.167759
18/12/1999,U.S. dollar,0.5820,1.00000,0.582000
19/12/1999,Deutsche mark,0.4460,1.88820,0.236204
19/12/1999,French franc,0.8130,6.37370,0.127555
19/12/1999,Japanese yen,27.2000,119.40000,0.227806
19/12/1999,U.K. pound,0.1050,1.59770,0.167759
19/12/1999,U.S. dollar,0.5820,1.00000,0.582000
20/12/1999,Deutsche mark,0.4460,1.88820,0.236204
20/12/1999,French franc,0.8130,6.37370,0.127555
20/12/1999,Japanese yen,27.2000,119.40000,0.227806
20/12/1999,U.K. pound,0.1050,1.59770,0.167759
20/12/1999,U.S. dollar,0.5820,1.00000,0.582000
21/12/1999,Deutsche mark,0.4460,1.88820,0.236204
21/12/1999,French franc,0.8130,6.37370,0.127555
21/12/1999,Japanese yen,27.2000,119.40000,0.227806
21/12/1999,U.K. pound,0.1050,1.59770,0.167759
21/12/1999,U.S. dollar,0.5820,1.00000,0.582000
22/12/1999,Deutsche mark,0.4460,1.88820,0.236204
22/12/1999,French franc,0.8130,6.37370,0.127555
22/12/1999,Japanese yen,27.2000,119.40000,0.227806
22/12/1999,U.K. pound,0.1050,1.59770,0.167759
22/12/1999,U.S. dollar,0.5820,1.00000,0.582000
23/12/1999,Deutsche mark,0.4460,1.88820,0.236204
23/12/1999,French franc,0.8130,6.37370,0.127555
23/12/1999,Japanese yen,27.2000,119.40000,0.227806
23/12/1999,U.K. pound,0.1050,1.59770,0.167759
23/12/1999,U.S. dollar,0.5820,1.00000,0.582000
24/12/1999,Deutsche mark,0.4460,1.88820,0.236204
24/12/1999,French franc,0.8130,6.37370,0.127555
24/12/1999,Japanese yen,27.2000,119.40000,0.227806
24/12/1999,U.K. pound,0.1050,1.59770,0.167759
24/12/1999,U.S. dollar,0.5820,1.00000,0.582000
25/12/1999,Deutsche mark,0.4460,1.88820,0.236204
25/12/1999,French franc,0.8130,6.37370,0.127555
25/12/1999,Japanese yen,27.2000,119.40000,0.227806
25/12/1999,U.K. pound,0.1050,1.59770,0.167759
25/12/1999,U.S. dollar,0.5820,1.00000,0.582000
26/12/1999,Deutsche mark,0.4460,1.88820,0.236204
26/12/1999,French franc,0.8130,6.37370,0.127555
26/12/1999,Japanese yen,27.2000,119.40000,0.227806
26/12/1999,U.K. pound,0.1050,1.59770,0.167759
26/12/1999,U.S. dollar,0.5820,1.00000,0.582000
27/12/1999,Deutsche mark,0.4460,1.88820,0.236204
27/12/1999,French franc,0.8130,6.37370,0.127555
27/12/1999,Japanese yen,27.2000,119.40000,0.227806
27/12/1999,U.K. pound,0.1050,1.59770,0.167759
27/12/1999,U.S. dollar,0.5820,1.00000,0.582000
28/12/1999,Deutsche mark,0.4460,1.88820,0.236204
28/12/1999,French franc,0.8130,6.37370,0.127555
28/12/1999,Japanese yen,27.2000,119.40000,0.227806
28/12/1999,U.K. pound,0.1050,1.59770,0.167759
28/12/1999,U.S. dollar,0.5820,1.00000,0.582000
29/12/1999,Deutsche mark,0.4460,1.88820,0.236204
29/12/1999,French franc,0.8130,6.37370,0.127555
29/12/1999,Japanese yen,27.2000,119.40000,0.227806
29/12/1999,U.K. pound,0.1050,1.59770,0.167759
29/12/1999,U.S. dollar,0.5820,1.00000,0.582000
30/12/1999,Deutsche mark,0.4460,1.88820,0.236204
30/12/1999,French franc,0.8130,6.37370,0.127555
30/12/1999,Japanese yen,27.2000,119.40000,0.227806
30/12/1999,U.K. pound,0.1050,1.59770,0.167759
30/12/1999,U.S. dollar,0.5820,1.00000,0.582000
31/12/1999,Deutsche mark,0.4460,1.88820,0.236204
31/12/1999,French franc,0.8130,6.37370,0.127555
31/12/1999,Japanese yen,27.2000,119.40000,0.227806
31/12/1999,U.K. pound,0.1050,1.59770,0.167759
31/12/1999,U.S. dollar,0.5820,1.00000,0.582000
01/01/2000,Deutsche mark,0.4460,1.88820,0.236204
01/01/2000,French franc,0.8130,6.37370,0.127555
01/01/2000,Japanese yen,27.2000,119.40000,0.227806
01/01/2000,U.K. pound,0.1050,1.59770,0.167759
01/01/2000,U.S. dollar,0.5820,1.00000,0.582000
02/01/2000,Deutsche mark,0.4460,1.88820,0.236204
02/01/2000,French franc,0.8130,6.37370,0.127555
02/01/2000,Japanese yen,27.2000,119.40000,0.227806
02/01/2000,U.K. pound,0.1050,1.59770,0.167759
02/01/2000,U.S. dollar,0.5820,1.00000,0.582000
03/01/2000,Deutsche mark,0.4460,1.88820,0.236204
03/01/2000,French franc,0.8130,6.37370,0.127555
03/01/2000,Japanese yen,27.2000,119.40000,0.227806
03/01/2000,U.K. pound,0.1050,1.59770,0.167759
03/01/2000,U.S. dollar,0.5820,1.00000,0.582000
04/01/2000,Deutsche mark,0.4460,1.88820,0.236204
04/01/2000,French franc,0.8130,6.37370,0.127555
04/01/2000,Japanese yen,27.2000,119.40000,0.227806
04/01/2000,U.K. pound,0.1050,1.59770,0.167759
04/01/2000,U.S. dollar,0.5820,1.00000,0.582000
05/01/2000,Deutsche mark,0.4460,1.88820,0.236204
05/01/2000,French franc,0.8130,6.37370,0.127555
05/01/2000,Japanese yen,27.2000,119.40000,0.227806
05/01/2000,U.K. pound,0.1050,1.59770,0.167759
05/01/2000,U.S. dollar,0.5820,1.00000,0.582000
06/01/2000,Deutsche mark,0.4460,1.88820,0.236204
06/01/2000,French franc,0.8130,6.37370,0.127555
06/01/2000,Japanese yen,27.2000,119.40000,0.227806
06/01/2000,U.K. pound,0.1050,1.59770,0.167759
06/01/2000,U.S. dollar,0.5820,1.00000,0.582000
07/01/2000,Deutsche mark,0.4460,1.88820,0.236204
07/01/2000,French franc,0.8130,6.37370,0.127555
07/01/2000,Japanese yen,27.2000,119.40000,0.227806
07/01/2000,U.K. pound,0.1050,1.59770,0.167759
07/01/2000,U.S. dollar,0.5820,1.00000,0.582000
08/01/2000,Deutsche mark,0.4460,1.88820,0.236204
08/01/2000,French franc,0.8130,6.37370,0.127555
08/01/2000,Japanese yen,27.2000,119.40000,0.227806
08/01/2000,U.K. pound,0.1050,1.59770,0.167759
08/01/2000,U.S. dollar,0.5820,1.00000,0.582000
09/01/2000,Deutsche mark,0.4460,1.88820,0.236204
09/01/2000,French franc,0.8130,6.37370,0.127555
09/01/2000,Japanese yen,27.2000,119.40000,0.227806
09/01/2000,U.K. pound,0.1050,1.59770,0.167759
09/01/2000,U.S. dollar,0.5820,1.00000,0.582000
10/01/2000,Deutsche mark,0.4460,1.88820,0.236204
10/01/2000,French franc,0.8130,6.37370,0.127555
10/01/2000,Japanese yen,27.2000,119.40000,0.227806
10/01/2000,U.K. pound,0.1050,1.59770,0.167759
10/01/2000,U.S. dollar,0.5820,1.00000,0.582000
11/01/2000,Deutsche mark,0.4460,1.88820,0.236204
11/01/2000,French franc,0.8130,6.37370,0.127555
11/01/2000,Japanese yen,27.2000,119.40000,0.227806
11/01/2000,U.K. pound,0.1050,1.59770,0.167759
11/01/2000,U.S. dollar,0.5820,1.00000,0.582000
12/01/2000,Deutsche mark,0.4460,1.88820,0.236204
12/01/2000,French franc,0.8130,6.37370,0.127555
12/01/2000,Japanese yen,27.2000,119.40000,0.227806
12/01/2000,U.K. pound,0.1050,1.59770,0.167759
12/01/2000,U.S. dollar,0.5820,1.00000,0.582000
13/01/2000,Deutsche mark,0.4460,1.88820,0.236204
13/01/2000,French franc,0.8130,6.37370,0.127555
13/01/2000,Japanese yen,27.2000,119.40000,0.227806
13/01/2000,U.K. pound,0.1050,1.59770,0.167759
13/01/2000,U.S. dollar,0.5820,1.00000,0.582000
14/01/2000,Deutsche mark,0.4460,1.88820,0.236204
14/01/2000,French franc,0.8130,6.37370,0.127555
14/01/2000,Japanese yen,27.2000,119.40000,0.227806
14/01/2000,U.K. pound,0.1050,1.59770,0.167759
14/01/2000,U.S. dollar,0.5820,1.00000,0.582000
15/01/2000,Deutsche mark,0.4460,1.88820,0.236204
15/01/2000,French franc,0.8130,6.37370,0.127555
15/01/2000,Japanese yen,27.2000,119.40000,0.227806
15/01/2000,U.K. pound,0.1050,1.59770,0.167759
15/01/2000,U.S. dollar,0.5820,1.00000,0.582000
16/01/2000,Deutsche mark,0.4460,1.88820,0.236204
16/01/2000,French franc,0.8130,6.37370,0.127555
16/01/2000,Japanese yen,27.2000,119.40000,0.227806
16/01/2000,U.K. pound,0.1050,1.59770,0.167759
16/01/2000,U.S. dollar,0.5820,1.00000,0.582000
17/01/2000,Deutsche mark,0.4460,1.88820,0.236204
17/01/2000,French franc,0.8130,6.37370,0.127555
17/01/2000,Japanese yen,27.2000,119.40000,0.227806
17/01/2000,U.K. pound,0.1050,1.59770,0.167759
17/01/2000,U.S. dollar,0.5820,1.00000,0.582000
18/01/2000,Deutsche mark,0.4460,1.88820,0.236204
18/01/2000,French franc,0.8130,6.37370,0.127555
18/01/2000,Japanese yen,27.2000,119.40000,0.227806
18/01/2000,U.K. pound,0.1050,1.59770,0.167759
18/01/2000,U.S. dollar,0.5820,1.00000,0.582000
19/01/2000,Deutsche mark,0.4460,1.88820,0.236204
19/01/2000,French franc,0.8130,6.37370,0.127555
19/01/2000,Japanese yen,27.2000,119.40000,0.227806
19/01/2000,U.K. pound,0.1050,1.59770,0.167759
19/01/2000,U.S. dollar,0.5820,1.00000,0.582000
20/01/2000,Deutsche mark,0.4460,1.88820,0.236204
20/01/2000,French franc,0.8130,6.37370,0.127555
20/01/2000,Japanese yen,27.2000,119.40000,0.227806
20/01/2000,U.K. pound,0.1050,1.59770,0.167759
20/01/2000,U.S. dollar,0.5820,1.00000,0.582000
21/01/2000,Deutsche mark,0.4460,1.88820,0.236204
21/01/2000,French franc,0.8130,6.37370,0.127555
21/01/2000,Japanese yen,27.2000,119.40000,0.227806
21/01/2000,U.K. pound,0.1050,1.59770,0.167759
21/01/2000,U.S. dollar,0.5820,1.00000,0.582000
22/01/2000,Deutsche mark,0.4460,1.88820,0.236204
22/01/2000,French franc,0.8130,6.37370,0.127555
22/01/2000,Japanese yen,27.2000,119.40000,0.227806
22/01/2000,U.K. pound,0.1050,1.59770,0.167759
22/01/2000,U.S. dollar,0.5820,1.00000,0.582000
23/01/2000,Deutsche mark,0.4460,1.88820,0.236204
23/01/2000,French franc,0.8130,6.37370,0.127555
23/01/2000,Japanese yen,27.2000,119.40000,0.227806
23/01/2000,U.K. pound,0.1050,1.59770,0.167759
23/01/2000,U.S. dollar,0.5820,1.00000,0.582000
24/01/2000,Deutsche mark,0.4460,1.88820,0.236204
24/01/2000,French franc,0.8130,6.37370,0.127555
24/01/2000,Japanese yen,27.2000,119.40000,0.227806
24/01/2000,U.K. pound,0.1050,1.59770,0.167759
24/01/2000,U.S. dollar,0.5820,1.00000,0.582000
25/01/2000,Deutsche mark,0.4460,1.88820,0.236204
25/01/2000,French franc,0.8130,6.37370,0.127555
25/01/2000,Japanese yen,27.2000,119.40000,0.227806
25/01/2000,U.K. pound,0.1050,1.59770,0.167759
25/01/2000,U.S. dollar,0.5820,1.00000,0.582000
26/01/2000,Deutsche mark,0.4460,1.88820,0.236204
26/01/2000,French franc,0.8130,6.37370,0.127555
26/01/2000,Japanese yen,27.2000,119.40000,0.227806
26/01/2000,U.K. pound,0.1050,1.59770,0.167759
26/01/2000,U.S. dollar,0.5820,1.00000,0.582000
27/01/2000,Deutsche mark,0.4460,1.88820,0.236204
27/01/2000,French franc,0.8130,6.37370,0.127555
27/01/2000,Japanese yen,27.2000,119.40000,0.227806
27/01/2000,U.K. pound,0.1050,1.59770,0.167759
27/01/2000,U.S. dollar,0.5820,1.00000,0.582000
28/01/2000,Deutsche mark,0.4460,1.88820,0.236204
28/01/2000,French franc,0.8130,6.37370,0.127555
28/01/2000,Japanese yen,27.2000,119.40000,0.227806
28/01/2000,U.K. pound,0.1050,1.59770,0.167759
28/01/2000,U.S. dollar,0.5820,1.00000,0.582000
29/01/2000,Deutsche mark,0.4460,1.88820,0.236204
29/01/2000,French franc,0.8130,6.37370,0.127555
29/01/2000,Japanese yen,27.2000,119.40000,0.227806
29/01/2000,U.K. pound,0.1050,1.59770,0.167759
29/01/2000,U.S. dollar,0.5820,1.00000,0.582000
30/01/2000,Deutsche mark,0.4460,1.88820,0.236204
30/01/2000,French franc,0.8130,6.37370,0.127555
30/01/2000,Japanese yen,27.2000,119.40000,0.227806
30/01/2000,U.K. pound,0.1050,1.59770,0.167759
30/01/2000,U.S. dollar,0.5820,1.00000,0.582000
31/01/2000,Deutsche mark,0.4460,1.88820,0.236204
31/01/2000,French franc,0.8130,6.37370,0.127555
31/01/2000,Japanese yen,27.2000,119.40000,0.227806
31/01/2000,U.K. pound,0.1050,1.59770,0.167759
31/01/2000,U.S. dollar,0.5820,1.00000,0.582000
01/02/2000,Deutsche mark,0.4460,1.88820,0.236204
01/02/2000,French franc,0.8130,6.37370,0.127555
01/02/2000,Japanese yen,27.2000,119.40000,0.227806
01/02/2000,U.K. pound,0.1050,1.59770,0.167759
01/02/2000,U.S. dollar,0.5820,1.00000,0.582000
02/02/2000,Deutsche mark,0.4460,1.88820,0.236204
02/02/2000,French franc,0.8130,6.37370,0.127555
02/02/2000,Japanese yen,27.2000,119.40000,0.227806
02/02/2000,U.K. pound,0.1050,1.59770,0.167759
02/02/2000,U.S. dollar,0.5820,1.00000,0.582000
03/02/2000,Deutsche mark,0.4460,1.88820,0.236204
