Year,Month,Currency,Currency Amount,Exchange Rate,USD Equivalent
2020,June,U.S. dollar,0.58252,1.0,0.58252
2020,March,Chinese yuan,1.0174,7.109,0.143114
2020,March,Euro,0.38671,1.09485,0.423389
2020,March,Japanese yen,11.9,108.635,0.109541
2020,March,U.K. pound,0.085946,1.23605,0.106234
2020,March,U.S. dollar,0.58252,1.0,0.58252
2020,May,Chinese yuan,1.0174,7.16065,0.142082
2020,May,Euro,0.38671,1.11325,0.430505
2020,May,Japanese yen,11.9,107.215,0.110992
2020,May,U.K. pound,0.085946,1.2324,0.10592
2020,May,U.S. dollar,0.58252,1.0,0.58252
2020,November,Chinese yuan,1.0174,6.5697,0.154862
2020,November,Euro,0.38671,1.19865,0.46353
2020,November,Japanese yen,11.9,104.025,0.114396
2020,November,U.K. pound,0.085946,1.33555,0.114785
2020,November,U.S. dollar,0.58252,1.0,0.58252
2020,October,Chinese yuan,1.0174,6.68655,0.152156
2020,October,Euro,0.38671,1.16735,0.451426
2020,October,Japanese yen,11.9,104.435,0.113946
2020,October,U.K. pound,0.085946,1.2984,0.111592
2020,October,U.S. dollar,0.58252,1.0,0.58252
2020,September,Chinese yuan,1.0174,6.8131,0.14933
2020,September,Euro,0.38671,1.17105,0.452857
2020,September,Japanese yen,11.9,105.705,0.112577
2020,September,U.K. pound,0.085946,1.28325,0.11029
2020,September,U.S. dollar,0.58252,1.0,0.58252
2021,April,Chinese yuan,1.0174,6.46515,0.157367
2021,April,Euro,0.38671,1.2082,0.467223
2021,April,Japanese yen,11.9,108.865,0.10931
2021,April,U.K. pound,0.085946,1.3912,0.119568
2021,April,U.S. dollar,0.58252,1.0,0.58252
2021,August,Chinese yuan,1.0174,6.45915,0.157513
2021,August,Euro,0.38671,1.18345,0.457652
2021,August,Japanese yen,11.9,109.95,0.108231
2021,August,U.K. pound,0.085946,1.3769,0.118339
2021,August,U.S. dollar,0.58252,1.0,0.58252
2021,December,Chinese yuan,1.0174,6.3745,0.159605
2021,December,Euro,0.38671,1.13235,0.437891
2021,December,Japanese yen,11.9,114.295,0.104117
2021,December,U.K. pound,0.085946,1.3434,0.11546
2021,December,U.S. dollar,0.58252,1.0,0.58252
2021,February,Chinese yuan,1.0174,6.4795,0.157018
2021,February,Euro,0.38671,1.21055,0.468132
2021,February,Japanese yen,11.9,106.325,0.111921
2021,February,U.K. pound,0.085946,1.3925,0.11968
2021,February,U.S. dollar,0.58252,1.0,0.58252
2021,January,Chinese yuan,1.0174,6.45105,0.157711
2021,January,Euro,0.38671,1.21295,0.46906
2021,January,Japanese yen,11.9,104.745,0.113609
2021,January,U.K. pound,0.085946,1.3718,0.117901
2021,January,U.S. dollar,0.58252,1.0,0.58252
2021,July,Chinese yuan,1.0174,6.4659,0.157349
2021,July,Euro,0.38671,1.19025,0.460282
2021,July,Japanese yen,11.9,109.605,0.108572
2021,July,U.K. pound,0.085946,1.3968,0.120049
2021,July,U.S. dollar,0.58252,1.0,0.58252
2021,June,Chinese yuan,1.0174,6.4641,0.157392
2021,June,Euro,0.38671,1.18865,0.459663
2021,June,Japanese yen,11.9,110.49,0.107702
2021,June,U.K. pound,0.085946,1.3863,0.119147
2021,June,U.S. dollar,0.58252,1.0,0.58252
2021,March,Chinese yuan,1.0174,6.56175,0.15505
2021,March,Euro,0.38671,1.1735,0.453804
2021,March,Japanese yen,11.9,110.66,0.107537
2021,March,U.K. pound,0.085946,1.3764,0.118296
2021,March,U.S. dollar,0.58252,1.0,0.58252
2021,May,Chinese yuan,1.0174,6.3695,0.15973
2021,May,Euro,0.38671,1.22055,0.471999
2021,May,Japanese yen,11.9,109.155,0.109019
2021,May,U.K. pound,0.085946,1.4125,0.121399
2021,May,U.S. dollar,0.58252,1.0,0.58252
2021,November,Chinese yuan,1.0174,6.37585,0.159571
2021,November,Euro,0.38671,1.13475,0.438819
2021,November,Japanese yen,11.9,113.095,0.105221
2021,November,U.K. pound,0.085946,1.33415,0.114665
2021,November,U.S. dollar,0.58252,1.0,0.58252
2021,October,Chinese yuan,1.0174,6.3931,0.15914
2021,October,Euro,0.38671,1.1653,0.450633
2021,October,Japanese yen,11.9,113.745,0.10462
2021,October,U.K. pound,0.085946,1.3784,0.118468
2021,October,U.S. dollar,0.58252,1.0,0.58252
2021,September,Chinese yuan,1.0174,6.47085,0.157228
2021,September,Euro,0.38671,1.15705,0.447443
2021,September,Japanese yen,11.9,112.04,0.106212
2021,September,U.K. pound,0.085946,1.3435,0.115468
2021,September,U.S. dollar,0.58252,1.0,0.58252
2022,April,Chinese yuan,1.0174,6.62015,0.153682
2022,April,Euro,0.38671,1.05655,0.408578
2022,April,Japanese yen,11.9,130.065,0.091493
2022,April,U.K. pound,0.085946,1.25695,0.10803
2022,April,U.S. dollar,0.58252,1.0,0.58252
2022,August,Chinese yuan,1.0993,6.9025,0.159261
2022,August,Euro,0.37379,0.99795,0.373024
2022,August,Japanese yen,13.452,138.695,0.09699
2022,August,U.K. pound,0.08087,1.1616,0.093939
2022,August,U.S. dollar,0.57813,1.0,0.57813
2022,December,Chinese yuan,1.0993,7.00105,0.157019
2022,December,Euro,0.37379,1.0614,0.396741
2022,December,Japanese yen,13.452,132.715,0.10136
2022,December,U.K. pound,0.08087,1.2068,0.097594
2022,December,U.S. dollar,0.57813,1.0,0.57813
2022,February,Chinese yuan,1.0174,6.31385,0.161138
2022,February,Euro,0.38671,1.11995,0.433096
2022,February,Japanese yen,11.9,115.545,0.10299
2022,February,U.K. pound,0.085946,1.33945,0.11512
2022,February,U.S. dollar,0.58252,1.0,0.58252
2022,January,Chinese yuan,1.0174,6.38005,0.159466
2022,January,Euro,0.38671,1.116,0.431568
2022,January,Japanese yen,11.9,115.505,0.103026
2022,January,U.K. pound,0.085946,1.3404,0.115202
2022,January,U.S. dollar,0.58252,1.0,0.58252
2022,July,Chinese yuan,1.0174,6.73745,0.151007
2022,July,Euro,0.38671,1.02415,0.396049
2022,July,Japanese yen,11.9,133.225,0.089323
2022,July,U.K. pound,0.085946,1.2182,0.104699
2022,July,U.S. dollar,0.58252,1.0,0.58252
2022,June,Chinese yuan,1.0174,6.70665,0.1517
2022,June,Euro,0.38671,1.04015,0.402236
2022,June,Japanese yen,11.9,136.385,0.087253
2022,June,U.K. pound,0.085946,1.2109,0.104072
2022,June,U.S. dollar,0.58252,1.0,0.58252
2022,March,Chinese yuan,1.0174,6.3506,0.160205
2022,March,Euro,0.38671,1.10955,0.429074
2022,March,Japanese yen,11.9,121.685,0.097793
2022,March,U.K. pound,0.085946,1.31255,0.112808
2022,March,U.S. dollar,0.58252,1.0,0.58252
2022,May,Chinese yuan,1.0174,6.6719,0.15249
2022,May,Euro,0.38671,1.06935,0.413528
2022,May,Japanese yen,11.9,128.005,0.092965
2022,May,U.K. pound,0.085946,1.2589,0.108197
2022,May,U.S. dollar,0.58252,1.0,0.58252
2022,November,Chinese yuan,1.0993,7.0734,0.155413
2022,November,Euro,0.37379,1.03585,0.38719
2022,November,Japanese yen,13.452,138.715,0.096976
2022,November,U.K. pound,0.08087,1.2011,0.097133
2022,November,U.S. dollar,0.57813,1.0,0.57813
2022,October,Chinese yuan,1.0993,7.3241,0.150094
2022,October,Euro,0.37379,0.99335,0.371304
2022,October,Japanese yen,13.452,148.705,0.090461
2022,October,U.K. pound,0.08087,1.15375,0.093304
2022,October,U.S. dollar,0.57813,1.0,0.57813
2022,September,Chinese yuan,1.0993,7.1275,0.154234
2022,September,Euro,0.37379,0.97625,0.364912
2022,September,Japanese yen,13.452,144.47,0.093113
2022,September,U.K. pound,0.08087,1.1066,0.089491
2022,September,U.S. dollar,0.57813,1.0,0.57813
2023,April,Chinese yuan,1.0993,6.93005,0.158628
2023,April,Euro,0.37379,1.09845,0.41059
2023,April,Japanese yen,13.452,136.06,0.098868
2023,April,U.K. pound,0.08087,1.24635,0.100792
2023,April,U.S. dollar,0.57813,1.0,0.57813
2023,August,Chinese yuan,1.0993,7.29575,0.150677
2023,August,Euro,0.37379,1.08725,0.406403
2023,August,Japanese yen,13.452,145.92,0.092188
2023,August,U.K. pound,0.08087,1.268,0.102543
2023,August,U.S. dollar,0.57813,1.0,0.57813
2023,December,Chinese yuan,1.0993,7.1419,0.153923
2023,December,Euro,0.37379,1.1034,0.41244
2023,December,Japanese yen,13.452,142.495,0.094403
2023,December,U.K. pound,0.08087,1.27085,0.102774
2023,December,U.S. dollar,0.57813,1.0,0.57813
2023,February,Chinese yuan,1.0993,6.958,0.157991
2023,February,Euro,0.37379,1.0608,0.396516
2023,February,Japanese yen,13.452,136.795,0.098337
2023,February,U.K. pound,0.08087,1.2095,0.097812
2023,February,U.S. dollar,0.57813,1.0,0.57813
2023,January,Chinese yuan,1.0993,6.7623,0.162563
2023,January,Euro,0.37379,1.08355,0.40502
2023,January,Japanese yen,13.452,130.485,0.103092
2023,January,U.K. pound,0.08087,1.2324,0.099664
2023,January,U.S. dollar,0.57813,1.0,0.57813
2023,July,Chinese yuan,1.0993,7.1535,0.153673
2023,July,Euro,0.37379,1.1036,0.412515
2023,July,Japanese yen,13.452,142.235,0.094576
2023,July,U.K. pound,0.08087,1.28655,0.104043
2023,July,U.S. dollar,0.57813,1.0,0.57813
2023,June,Chinese yuan,1.0993,7.28215,0.150958
2023,June,Euro,0.37379,1.08535,0.405693
2023,June,Japanese yen,13.452,144.62,0.093016
2023,June,U.K. pound,0.08087,1.2647,0.102276
2023,June,U.S. dollar,0.57813,1.0,0.57813
2023,March,Chinese yuan,1.0993,6.87945,0.159795
2023,March,Euro,0.37379,1.08705,0.406328
2023,March,Japanese yen,13.452,133.325,0.100896
2023,March,U.K. pound,0.08087,1.23755,0.100081
2023,March,U.S. dollar,0.57813,1.0,0.57813
2023,May,Chinese yuan,1.0993,7.1286,0.15421
2023,May,Euro,0.37379,1.0676,0.399058
2023,May,Japanese yen,13.452,140.01,0.096079
2023,May,U.K. pound,0.08087,1.2364,0.099988
2023,May,U.S. dollar,0.57813,1.0,0.57813
2023,November,Chinese yuan,1.0993,7.14755,0.153801
2023,November,Euro,0.37379,1.0917,0.408067
2023,November,Japanese yen,13.452,147.72,0.091064
2023,November,U.K. pound,0.08087,1.26405,0.102224
2023,November,U.S. dollar,0.57813,1.0,0.57813
2023,October,Chinese yuan,1.0993,7.33175,0.149937
2023,October,Euro,0.37379,1.0657,0.398348
2023,October,Japanese yen,13.452,150.735,0.089243
2023,October,U.K. pound,0.08087,1.21775,0.098479
2023,October,U.S. dollar,0.57813,1.0,0.57813
2023,September,Chinese yuan,1.0993,7.28955,0.150805
2023,September,Euro,0.37379,1.0611,0.396629
2023,September,Japanese yen,13.452,149.125,0.090206
2023,September,U.K. pound,0.08087,1.22675,0.099207
2023,September,U.S. dollar,0.57813,1.0,0.57813
2024,April,Chinese yuan,1.0993,7.2487,0.151655
2024,April,Euro,0.37379,1.0728,0.401002
2024,April,Japanese yen,13.452,156.915,0.085728
2024,April,U.K. pound,0.08087,1.25405,0.101415
2024,April,U.S. dollar,0.57813,1.0,0.57813
2024,August,Chinese yuan,1.0993,7.0831,0.1552
2024,August,Euro,0.37379,1.108,0.414159
2024,August,Japanese yen,13.452,145.285,0.09259
2024,August,U.K. pound,0.08087,1.31725,0.106526
2024,August,U.S. dollar,0.57813,1.0,0.57813
2024,December,Chinese yuan,1.0993,7.31015,0.15038
2024,December,Euro,0.37379,1.03905,0.388386
2024,December,Japanese yen,13.452,156.815,0.085783
2024,December,U.K. pound,0.08087,1.25455,0.101455
2024,December,U.S. dollar,0.57813,1.0,0.57813
2024,February,Chinese yuan,1.0993,7.21065,0.152455
2024,February,Euro,0.37379,1.08345,0.404983
2024,February,Japanese yen,13.452,149.98,0.089692
2024,February,U.K. pound,0.08087,1.26505,0.102305
2024,February,U.S. dollar,0.57813,1.0,0.57813
2024,January,Chinese yuan,1.0993,7.18675,0.152962
2024,January,Euro,0.37379,1.08405,0.405207
2024,January,Japanese yen,13.452,147.835,0.090993
2024,January,U.K. pound,0.08087,1.2686,0.102592
2024,January,U.S. dollar,0.57813,1.0,0.57813
2024,July,Chinese yuan,1.0993,7.22545,0.152143
2024,July,Euro,0.37379,1.0833,0.404927
2024,July,Japanese yen,13.452,150.515,0.089373
2024,July,U.K. pound,0.08087,1.28415,0.103849
2024,July,U.S. dollar,0.57813,1.0,0.57813
2024,June,Chinese yuan,1.0993,7.2923,0.150748
2024,June,Euro,0.37379,1.0709,0.400292
2024,June,Japanese yen,13.452,160.485,0.083821
2024,June,U.K. pound,0.08087,1.26565,0.102353
2024,June,U.S. dollar,0.57813,1.0,0.57813
2024,March,Chinese yuan,1.0993,7.2547,0.151529
2024,March,Euro,0.37379,1.07895,0.403301
2024,March,Japanese yen,13.452,151.245,0.088942
2024,March,U.K. pound,0.08087,1.2631,0.102147
2024,March,U.S. dollar,0.57813,1.0,0.57813
2024,May,Chinese yuan,1.0993,7.26065,0.151405
2024,May,Euro,0.37379,1.085,0.405562
2024,May,Japanese yen,13.452,157.225,0.085559
2024,May,U.K. pound,0.08087,1.2722,0.102883
2024,May,U.S. dollar,0.57813,1.0,0.57813
2024,November,Chinese yuan,1.0993,7.25805,0.151459
2024,November,Euro,0.37379,1.05275,0.393507
2024,November,Japanese yen,13.452,151.44,0.088827
2024,November,U.K. pound,0.08087,1.2611,0.101985
2024,November,U.S. dollar,0.57813,1.0,0.57813
2024,October,Chinese yuan,1.0993,7.12655,0.154254
2024,October,Euro,0.37379,1.08675,0.406216
2024,October,Japanese yen,13.452,152.715,0.088086
2024,October,U.K. pound,0.08087,1.29775,0.104949
2024,October,U.S. dollar,0.57813,1.0,0.57813
2024,September,Chinese yuan,1.0993,6.992,0.157223
2024,September,Euro,0.37379,1.119,0.418271
2024,September,Japanese yen,13.452,142.605,0.09433
2024,September,U.K. pound,0.08087,1.34065,0.108418
2024,September,U.S. dollar,0.57813,1.0,0.57813
2025,April,Chinese yuan,1.0993,7.281,0.150982
2025,April,Euro,0.37379,1.07995,0.403675
2025,April,Japanese yen,13.452,149.37,0.090058
2025,April,U.K. pound,0.08087,1.29095,0.104399
2025,April,U.S. dollar,0.57813,1.0,0.57813
2025,February,Chinese yuan,1.0993,7.28645,0.150869
2025,February,Euro,0.37379,1.0399,0.388704
2025,February,Japanese yen,13.452,150.4,0.089441
2025,February,U.K. pound,0.08087,1.25955,0.10186
2025,February,U.S. dollar,0.57813,1.0,0.57813
2025,January,Chinese yuan,1.0993,7.30105,0.150567
2025,January,Euro,0.37379,1.0377,0.387882
2025,January,Japanese yen,13.452,154.83,0.086882
2025,January,U.K. pound,0.08087,1.24105,0.100364
2025,January,U.S. dollar,0.57813,1.0,0.57813
2025,March,Chinese yuan,1.0993,7.26215,0.151374
2025,March,Euro,0.37379,1.08205,0.404459
2025,March,Japanese yen,13.452,149.315,0.090091
2025,March,U.K. pound,0.08087,1.29395,0.104642
2025,March,U.S. dollar,0.57813,1.0,0.57813
