Date,Currency,Currency Amount,Exchange Rate,USD Equivalent,Year,Month
2001-05-22,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-23,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-23,French franc,0.813,6.3737,0.127555,2001,May
2001-05-23,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-23,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-23,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-24,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-24,French franc,0.813,6.3737,0.127555,2001,May
2001-05-24,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-24,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-24,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-25,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-25,French franc,0.813,6.3737,0.127555,2001,May
2001-05-25,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-25,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-25,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-26,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-26,French franc,0.813,6.3737,0.127555,2001,May
2001-05-26,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-26,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-26,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-27,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-27,French franc,0.813,6.3737,0.127555,2001,May
2001-05-27,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-27,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-27,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-28,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-28,French franc,0.813,6.3737,0.127555,2001,May
2001-05-28,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-28,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-28,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-29,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-29,French franc,0.813,6.3737,0.127555,2001,May
2001-05-29,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-29,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-29,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-30,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-30,French franc,0.813,6.3737,0.127555,2001,May
2001-05-30,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-30,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-30,U.S. dollar,0.582,1.0,0.582,2001,May
2001-05-31,Deutsche mark,0.446,1.8882,0.236204,2001,May
2001-05-31,French franc,0.813,6.3737,0.127555,2001,May
2001-05-31,Japanese yen,27.2,119.4,0.227806,2001,May
2001-05-31,U.K. pound,0.105,1.5977,0.167759,2001,May
2001-05-31,U.S. dollar,0.582,1.0,0.582,2001,May
2001-06-01,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-01,French franc,0.813,6.3737,0.127555,2001,June
2001-06-01,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-01,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-01,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-02,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-02,French franc,0.813,6.3737,0.127555,2001,June
2001-06-02,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-02,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-02,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-03,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-03,French franc,0.813,6.3737,0.127555,2001,June
2001-06-03,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-03,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-03,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-04,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-04,French franc,0.813,6.3737,0.127555,2001,June
2001-06-04,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-04,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-04,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-05,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-05,French franc,0.813,6.3737,0.127555,2001,June
2001-06-05,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-05,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-05,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-06,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-06,French franc,0.813,6.3737,0.127555,2001,June
2001-06-06,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-06,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-06,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-07,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-07,French franc,0.813,6.3737,0.127555,2001,June
2001-06-07,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-07,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-07,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-08,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-08,French franc,0.813,6.3737,0.127555,2001,June
2001-06-08,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-08,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-08,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-09,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-09,French franc,0.813,6.3737,0.127555,2001,June
2001-06-09,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-09,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-09,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-10,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-10,French franc,0.813,6.3737,0.127555,2001,June
2001-06-10,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-10,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-10,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-11,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-11,French franc,0.813,6.3737,0.127555,2001,June
2001-06-11,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-11,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-11,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-12,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-12,French franc,0.813,6.3737,0.127555,2001,June
2001-06-12,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-12,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-12,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-13,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-13,French franc,0.813,6.3737,0.127555,2001,June
2001-06-13,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-13,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-13,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-14,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-14,French franc,0.813,6.3737,0.127555,2001,June
2001-06-14,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-14,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-14,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-15,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-15,French franc,0.813,6.3737,0.127555,2001,June
2001-06-15,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-15,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-15,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-16,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-16,French franc,0.813,6.3737,0.127555,2001,June
2001-06-16,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-16,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-16,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-17,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-17,French franc,0.813,6.3737,0.127555,2001,June
2001-06-17,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-17,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-17,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-18,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-18,French franc,0.813,6.3737,0.127555,2001,June
2001-06-18,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-18,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-18,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-19,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-19,French franc,0.813,6.3737,0.127555,2001,June
2001-06-19,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-19,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-19,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-20,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-20,French franc,0.813,6.3737,0.127555,2001,June
2001-06-20,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-20,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-20,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-21,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-21,French franc,0.813,6.3737,0.127555,2001,June
2001-06-21,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-21,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-21,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-22,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-22,French franc,0.813,6.3737,0.127555,2001,June
2001-06-22,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-22,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-22,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-23,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-23,French franc,0.813,6.3737,0.127555,2001,June
2001-06-23,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-23,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-23,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-24,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-24,French franc,0.813,6.3737,0.127555,2001,June
2001-06-24,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-24,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-24,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-25,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-25,French franc,0.813,6.3737,0.127555,2001,June
2001-06-25,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-25,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-25,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-26,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-26,French franc,0.813,6.3737,0.127555,2001,June
2001-06-26,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-26,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-26,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-27,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-27,French franc,0.813,6.3737,0.127555,2001,June
2001-06-27,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-27,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-27,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-28,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-28,French franc,0.813,6.3737,0.127555,2001,June
2001-06-28,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-28,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-28,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-29,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-29,French franc,0.813,6.3737,0.127555,2001,June
2001-06-29,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-29,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-29,U.S. dollar,0.582,1.0,0.582,2001,June
2001-06-30,Deutsche mark,0.446,1.8882,0.236204,2001,June
2001-06-30,French franc,0.813,6.3737,0.127555,2001,June
2001-06-30,Japanese yen,27.2,119.4,0.227806,2001,June
2001-06-30,U.K. pound,0.105,1.5977,0.167759,2001,June
2001-06-30,U.S. dollar,0.582,1.0,0.582,2001,June
2001-07-01,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-01,French franc,0.813,6.3737,0.127555,2001,July
2001-07-01,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-01,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-01,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-02,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-02,French franc,0.813,6.3737,0.127555,2001,July
2001-07-02,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-02,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-02,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-03,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-03,French franc,0.813,6.3737,0.127555,2001,July
2001-07-03,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-03,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-03,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-04,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-04,French franc,0.813,6.3737,0.127555,2001,July
2001-07-04,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-04,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-04,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-05,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-05,French franc,0.813,6.3737,0.127555,2001,July
2001-07-05,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-05,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-05,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-06,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-06,French franc,0.813,6.3737,0.127555,2001,July
2001-07-06,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-06,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-06,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-07,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-07,French franc,0.813,6.3737,0.127555,2001,July
2001-07-07,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-07,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-07,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-08,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-08,French franc,0.813,6.3737,0.127555,2001,July
2001-07-08,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-08,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-08,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-09,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-09,French franc,0.813,6.3737,0.127555,2001,July
2001-07-09,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-09,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-09,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-10,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-10,French franc,0.813,6.3737,0.127555,2001,July
2001-07-10,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-10,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-10,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-11,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-11,French franc,0.813,6.3737,0.127555,2001,July
2001-07-11,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-11,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-11,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-12,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-12,French franc,0.813,6.3737,0.127555,2001,July
2001-07-12,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-12,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-12,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-13,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-13,French franc,0.813,6.3737,0.127555,2001,July
2001-07-13,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-13,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-13,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-14,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-14,French franc,0.813,6.3737,0.127555,2001,July
2001-07-14,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-14,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-14,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-15,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-15,French franc,0.813,6.3737,0.127555,2001,July
2001-07-15,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-15,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-15,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-16,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-16,French franc,0.813,6.3737,0.127555,2001,July
2001-07-16,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-16,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-16,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-17,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-17,French franc,0.813,6.3737,0.127555,2001,July
2001-07-17,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-17,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-17,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-18,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-18,French franc,0.813,6.3737,0.127555,2001,July
2001-07-18,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-18,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-18,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-19,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-19,French franc,0.813,6.3737,0.127555,2001,July
2001-07-19,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-19,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-19,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-20,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-20,French franc,0.813,6.3737,0.127555,2001,July
2001-07-20,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-20,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-20,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-21,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-21,French franc,0.813,6.3737,0.127555,2001,July
2001-07-21,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-21,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-21,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-22,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-22,French franc,0.813,6.3737,0.127555,2001,July
2001-07-22,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-22,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-22,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-23,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-23,French franc,0.813,6.3737,0.127555,2001,July
2001-07-23,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-23,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-23,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-24,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-24,French franc,0.813,6.3737,0.127555,2001,July
2001-07-24,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-24,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-24,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-25,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-25,French franc,0.813,6.3737,0.127555,2001,July
2001-07-25,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-25,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-25,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-26,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-26,French franc,0.813,6.3737,0.127555,2001,July
2001-07-26,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-26,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-26,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-27,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-27,French franc,0.813,6.3737,0.127555,2001,July
2001-07-27,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-27,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-27,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-28,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-28,French franc,0.813,6.3737,0.127555,2001,July
2001-07-28,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-28,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-28,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-29,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-29,French franc,0.813,6.3737,0.127555,2001,July
2001-07-29,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-29,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-29,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-30,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-30,French franc,0.813,6.3737,0.127555,2001,July
2001-07-30,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-30,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-30,U.S. dollar,0.582,1.0,0.582,2001,July
2001-07-31,Deutsche mark,0.446,1.8882,0.236204,2001,July
2001-07-31,French franc,0.813,6.3737,0.127555,2001,July
2001-07-31,Japanese yen,27.2,119.4,0.227806,2001,July
2001-07-31,U.K. pound,0.105,1.5977,0.167759,2001,July
2001-07-31,U.S. dollar,0.582,1.0,0.582,2001,July
2001-08-01,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-01,French franc,0.813,6.3737,0.127555,2001,August
2001-08-01,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-01,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-01,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-02,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-02,French franc,0.813,6.3737,0.127555,2001,August
2001-08-02,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-02,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-02,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-03,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-03,French franc,0.813,6.3737,0.127555,2001,August
2001-08-03,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-03,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-03,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-04,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-04,French franc,0.813,6.3737,0.127555,2001,August
2001-08-04,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-04,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-04,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-05,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-05,French franc,0.813,6.3737,0.127555,2001,August
2001-08-05,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-05,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-05,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-06,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-06,French franc,0.813,6.3737,0.127555,2001,August
2001-08-06,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-06,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-06,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-07,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-07,French franc,0.813,6.3737,0.127555,2001,August
2001-08-07,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-07,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-07,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-08,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-08,French franc,0.813,6.3737,0.127555,2001,August
2001-08-08,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-08,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-08,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-09,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-09,French franc,0.813,6.3737,0.127555,2001,August
2001-08-09,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-09,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-09,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-10,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-10,French franc,0.813,6.3737,0.127555,2001,August
2001-08-10,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-10,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-10,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-11,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-11,French franc,0.813,6.3737,0.127555,2001,August
2001-08-11,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-11,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-11,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-12,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-12,French franc,0.813,6.3737,0.127555,2001,August
2001-08-12,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-12,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-12,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-13,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-13,French franc,0.813,6.3737,0.127555,2001,August
2001-08-13,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-13,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-13,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-14,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-14,French franc,0.813,6.3737,0.127555,2001,August
2001-08-14,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-14,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-14,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-15,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-15,French franc,0.813,6.3737,0.127555,2001,August
2001-08-15,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-15,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-15,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-16,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-16,French franc,0.813,6.3737,0.127555,2001,August
2001-08-16,Japanese yen,27.2,119.4,0.227806,2001,August
2001-08-16,U.K. pound,0.105,1.5977,0.167759,2001,August
2001-08-16,U.S. dollar,0.582,1.0,0.582,2001,August
2001-08-17,Deutsche mark,0.446,1.8882,0.236204,2001,August
2001-08-17,French franc,0.813,6.3737,0.127555,2001,August
