Date,Currency,Currency Amount,Exchange Rate,USD Equivalent,Year,Month
1992-08-26,U.K. pound,0.0812,1.9877,0.161401,1992,August
1992-08-26,U.S. dollar,0.572,1.0,0.572,1992,August
1992-08-27,Deutsche mark,0.453,1.4154,0.320051,1992,August
1992-08-27,French franc,0.8,4.823,0.165872,1992,August
1992-08-27,Japanese yen,31.8,124.88,0.254644,1992,August
1992-08-27,U.K. pound,0.0812,1.9756,0.160419,1992,August
1992-08-27,U.S. dollar,0.572,1.0,0.572,1992,August
1992-08-28,Deutsche mark,0.453,1.4066,0.322053,1992,August
1992-08-28,French franc,0.8,4.8025,0.16658,1992,August
1992-08-28,Japanese yen,31.8,123.7,0.257074,1992,August
1992-08-28,U.K. pound,0.0812,1.9826,0.160987,1992,August
1992-08-28,U.S. dollar,0.572,1.0,0.572,1992,August
1992-08-31,Deutsche mark,0.453,1.4016,0.323202,1992,August
1992-08-31,French franc,0.8,4.7785,0.167417,1992,August
1992-08-31,Japanese yen,31.8,122.93,0.258684,1992,August
1992-08-31,U.K. pound,0.0812,1.9896,0.161556,1992,August
1992-08-31,U.S. dollar,0.572,1.0,0.572,1992,August
1992-09-01,Deutsche mark,0.453,1.3977,0.324104,1992,September
1992-09-01,French franc,0.8,4.7685,0.167768,1992,September
1992-09-01,Japanese yen,31.8,122.95,0.258642,1992,September
1992-09-01,U.K. pound,0.0812,1.9945,0.161953,1992,September
1992-09-01,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-02,Deutsche mark,0.453,1.3872,0.326557,1992,September
1992-09-02,French franc,0.8,4.732,0.169062,1992,September
1992-09-02,Japanese yen,31.8,122.8,0.258958,1992,September
1992-09-02,U.K. pound,0.0812,2.0082,0.163066,1992,September
1992-09-02,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-03,Deutsche mark,0.453,1.3952,0.324685,1992,September
1992-09-03,French franc,0.8,4.7555,0.168226,1992,September
1992-09-03,Japanese yen,31.8,123.27,0.25797,1992,September
1992-09-03,U.K. pound,0.0812,1.9997,0.162376,1992,September
1992-09-03,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-04,Deutsche mark,0.453,1.4305,0.316672,1992,September
1992-09-04,French franc,0.8,4.865,0.16444,1992,September
1992-09-04,Japanese yen,31.8,124.45,0.255524,1992,September
1992-09-04,U.K. pound,0.0812,1.9695,0.159923,1992,September
1992-09-04,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-07,Deutsche mark,0.453,1.4042,0.322604,1992,September
1992-09-07,French franc,0.8,4.7745,0.167557,1992,September
1992-09-07,Japanese yen,31.8,123.45,0.257594,1992,September
1992-09-07,U.K. pound,0.0812,1.9958,0.162059,1992,September
1992-09-07,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-08,Deutsche mark,0.453,1.3953,0.324661,1992,September
1992-09-08,French franc,0.8,4.751,0.168386,1992,September
1992-09-08,Japanese yen,31.8,123.1,0.258327,1992,September
1992-09-08,U.K. pound,0.0812,2.0,0.1624,1992,September
1992-09-08,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-09,Deutsche mark,0.453,1.404,0.32265,1992,September
1992-09-09,French franc,0.8,4.78,0.167364,1992,September
1992-09-09,Japanese yen,31.8,123.07,0.25839,1992,September
1992-09-09,U.K. pound,0.0812,1.986,0.161263,1992,September
1992-09-09,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-10,Deutsche mark,0.453,1.4193,0.319171,1992,September
1992-09-10,French franc,0.8,4.838,0.165358,1992,September
1992-09-10,Japanese yen,31.8,123.3,0.257908,1992,September
1992-09-10,U.K. pound,0.0812,1.9655,0.159599,1992,September
1992-09-10,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-11,Deutsche mark,0.453,1.4337,0.315966,1992,September
1992-09-11,French franc,0.8,4.88,0.163934,1992,September
1992-09-11,Japanese yen,31.8,123.4,0.257699,1992,September
1992-09-11,U.K. pound,0.0812,1.9457,0.157991,1992,September
1992-09-11,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-14,Deutsche mark,0.453,1.478,0.306495,1992,September
1992-09-14,French franc,0.8,5.01,0.159681,1992,September
1992-09-14,Japanese yen,31.8,124.25,0.255936,1992,September
1992-09-14,U.K. pound,0.0812,1.901,0.154361,1992,September
1992-09-14,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-15,Deutsche mark,0.453,1.47,0.308163,1992,September
1992-09-15,French franc,0.8,4.989,0.160353,1992,September
1992-09-15,Japanese yen,31.8,123.75,0.25697,1992,September
1992-09-15,U.K. pound,0.0812,1.8995,0.154239,1992,September
1992-09-15,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-16,Deutsche mark,0.453,1.4936,0.303294,1992,September
1992-09-16,French franc,0.8,5.088,0.157233,1992,September
1992-09-16,Japanese yen,31.8,124.3,0.255833,1992,September
1992-09-16,U.K. pound,0.0812,1.86,0.151032,1992,September
1992-09-16,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-17,Deutsche mark,0.453,1.4995,0.302101,1992,September
1992-09-17,French franc,0.8,5.13,0.155945,1992,September
1992-09-17,Japanese yen,31.8,124.55,0.255319,1992,September
1992-09-17,U.K. pound,0.0812,1.771,0.143805,1992,September
1992-09-17,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-18,Deutsche mark,0.453,1.4988,0.302242,1992,September
1992-09-18,French franc,0.8,5.1235,0.156143,1992,September
1992-09-18,Japanese yen,31.8,124.5,0.255422,1992,September
1992-09-18,U.K. pound,0.0812,1.747,0.141856,1992,September
1992-09-18,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-21,Deutsche mark,0.453,1.4905,0.303925,1992,September
1992-09-21,French franc,0.8,5.0995,0.156878,1992,September
1992-09-21,Japanese yen,31.8,124.25,0.255936,1992,September
1992-09-21,U.K. pound,0.0812,1.7105,0.138893,1992,September
1992-09-21,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-22,Deutsche mark,0.453,1.4705,0.308058,1992,September
1992-09-22,French franc,0.8,5.0285,0.159093,1992,September
1992-09-22,Japanese yen,31.8,121.5,0.261728,1992,September
1992-09-22,U.K. pound,0.0812,1.7225,0.139867,1992,September
1992-09-22,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-23,Deutsche mark,0.453,1.5155,0.298911,1992,September
1992-09-23,French franc,0.8,5.1685,0.154784,1992,September
1992-09-23,Japanese yen,31.8,121.6,0.261513,1992,September
1992-09-23,U.K. pound,0.0812,1.6905,0.137269,1992,September
1992-09-23,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-24,Deutsche mark,0.453,1.4905,0.303925,1992,September
1992-09-24,French franc,0.8,5.08,0.15748,1992,September
1992-09-24,Japanese yen,31.8,120.82,0.263201,1992,September
1992-09-24,U.K. pound,0.0812,1.7128,0.139079,1992,September
1992-09-24,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-25,Deutsche mark,0.453,1.4775,0.306599,1992,September
1992-09-25,French franc,0.8,5.011,0.159649,1992,September
1992-09-25,Japanese yen,31.8,120.9,0.263027,1992,September
1992-09-25,U.K. pound,0.0812,1.7062,0.138543,1992,September
1992-09-25,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-28,Deutsche mark,0.453,1.4603,0.31021,1992,September
1992-09-28,French franc,0.8,4.9315,0.162222,1992,September
1992-09-28,Japanese yen,31.8,119.35,0.266443,1992,September
1992-09-28,U.K. pound,0.0812,1.7275,0.140273,1992,September
1992-09-28,U.S. dollar,0.572,1.0,0.572,1992,September
1992-09-30,Deutsche mark,0.453,1.4077,0.321802,1992,September
1992-09-30,French franc,0.8,4.76,0.168067,1992,September
1992-09-30,Japanese yen,31.8,119.45,0.26622,1992,September
1992-09-30,U.K. pound,0.0812,1.7827,0.144755,1992,September
1992-09-30,U.S. dollar,0.572,1.0,0.572,1992,September
1992-10-01,Deutsche mark,0.453,1.4113,0.320981,1992,October
1992-10-01,French franc,0.8,4.775,0.167539,1992,October
1992-10-01,Japanese yen,31.8,119.93,0.265155,1992,October
1992-10-01,U.K. pound,0.0812,1.7583,0.142774,1992,October
1992-10-01,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-02,Deutsche mark,0.453,1.417,0.319689,1992,October
1992-10-02,French franc,0.8,4.7935,0.166893,1992,October
1992-10-02,Japanese yen,31.8,119.75,0.265553,1992,October
1992-10-02,U.K. pound,0.0812,1.742,0.14145,1992,October
1992-10-02,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-05,Deutsche mark,0.453,1.4,0.323571,1992,October
1992-10-05,French franc,0.8,4.7535,0.168297,1992,October
1992-10-05,Japanese yen,31.8,119.35,0.266443,1992,October
1992-10-05,U.K. pound,0.0812,1.6935,0.137512,1992,October
1992-10-05,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-06,Deutsche mark,0.453,1.422,0.318565,1992,October
1992-10-06,French franc,0.8,4.825,0.165803,1992,October
1992-10-06,Japanese yen,31.8,119.9,0.265221,1992,October
1992-10-06,U.K. pound,0.0812,1.715,0.139258,1992,October
1992-10-06,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-07,Deutsche mark,0.453,1.4285,0.317116,1992,October
1992-10-07,French franc,0.8,4.8495,0.164965,1992,October
1992-10-07,Japanese yen,31.8,119.8,0.265442,1992,October
1992-10-07,U.K. pound,0.0812,1.7285,0.140354,1992,October
1992-10-07,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-08,Deutsche mark,0.453,1.467,0.308793,1992,October
1992-10-08,French franc,0.8,4.977,0.160739,1992,October
1992-10-08,Japanese yen,31.8,120.9,0.263027,1992,October
1992-10-08,U.K. pound,0.0812,1.681,0.136497,1992,October
1992-10-08,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-09,Deutsche mark,0.453,1.475,0.307119,1992,October
1992-10-09,French franc,0.8,5.01,0.159681,1992,October
1992-10-09,Japanese yen,31.8,121.5,0.261728,1992,October
1992-10-09,U.K. pound,0.0812,1.689,0.137147,1992,October
1992-10-09,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-12,Deutsche mark,0.453,1.4707,0.308017,1992,October
1992-10-12,French franc,0.8,4.995,0.16016,1992,October
1992-10-12,Japanese yen,31.8,121.1,0.262593,1992,October
1992-10-12,U.K. pound,0.0812,1.7007,0.138097,1992,October
1992-10-12,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-13,Deutsche mark,0.453,1.4848,0.305092,1992,October
1992-10-13,French franc,0.8,5.04,0.15873,1992,October
1992-10-13,Japanese yen,31.8,121.8,0.261084,1992,October
1992-10-13,U.K. pound,0.0812,1.71,0.138852,1992,October
1992-10-13,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-14,Deutsche mark,0.453,1.4645,0.309321,1992,October
1992-10-14,French franc,0.8,4.9735,0.160853,1992,October
1992-10-14,Japanese yen,31.8,121.3,0.26216,1992,October
1992-10-14,U.K. pound,0.0812,1.7072,0.138625,1992,October
1992-10-14,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-15,Deutsche mark,0.453,1.4528,0.311812,1992,October
1992-10-15,French franc,0.8,4.9385,0.161993,1992,October
1992-10-15,Japanese yen,31.8,120.52,0.263857,1992,October
1992-10-15,U.K. pound,0.0812,1.699,0.137959,1992,October
1992-10-15,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-16,Deutsche mark,0.453,1.4605,0.310168,1992,October
1992-10-16,French franc,0.8,4.96,0.16129,1992,October
1992-10-16,Japanese yen,31.8,120.5,0.2639,1992,October
1992-10-16,U.K. pound,0.0812,1.6827,0.136635,1992,October
1992-10-16,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-19,Deutsche mark,0.453,1.4855,0.304948,1992,October
1992-10-19,French franc,0.8,5.0395,0.158746,1992,October
1992-10-19,Japanese yen,31.8,120.0,0.265,1992,October
1992-10-19,U.K. pound,0.0812,1.6215,0.131666,1992,October
1992-10-19,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-20,Deutsche mark,0.453,1.506,0.300797,1992,October
1992-10-20,French franc,0.8,5.105,0.156709,1992,October
1992-10-20,Japanese yen,31.8,121.22,0.262333,1992,October
1992-10-20,U.K. pound,0.0812,1.6295,0.132315,1992,October
1992-10-20,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-21,Deutsche mark,0.453,1.5122,0.299564,1992,October
1992-10-21,French franc,0.8,5.1315,0.1559,1992,October
1992-10-21,Japanese yen,31.8,122.25,0.260123,1992,October
1992-10-21,U.K. pound,0.0812,1.6142,0.131073,1992,October
1992-10-21,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-22,Deutsche mark,0.453,1.513,0.299405,1992,October
1992-10-22,French franc,0.8,5.131,0.155915,1992,October
1992-10-22,Japanese yen,31.8,121.0,0.26281,1992,October
1992-10-22,U.K. pound,0.0812,1.6223,0.131731,1992,October
1992-10-22,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-23,Deutsche mark,0.453,1.506,0.300797,1992,October
1992-10-23,French franc,0.8,5.1135,0.156449,1992,October
1992-10-23,Japanese yen,31.8,121.25,0.262268,1992,October
1992-10-23,U.K. pound,0.0812,1.6282,0.13221,1992,October
1992-10-23,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-26,Deutsche mark,0.453,1.544,0.293394,1992,October
1992-10-26,French franc,0.8,5.235,0.152818,1992,October
1992-10-26,Japanese yen,31.8,122.45,0.259698,1992,October
1992-10-26,U.K. pound,0.0812,1.58,0.128296,1992,October
1992-10-26,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-27,Deutsche mark,0.453,1.537,0.29473,1992,October
1992-10-27,French franc,0.8,5.214,0.153433,1992,October
1992-10-27,Japanese yen,31.8,122.58,0.259422,1992,October
1992-10-27,U.K. pound,0.0812,1.5675,0.127281,1992,October
1992-10-27,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-28,Deutsche mark,0.453,1.5345,0.29521,1992,October
1992-10-28,French franc,0.8,5.2065,0.153654,1992,October
1992-10-28,Japanese yen,31.8,122.3,0.260016,1992,October
1992-10-28,U.K. pound,0.0812,1.5857,0.128759,1992,October
1992-10-28,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-29,Deutsche mark,0.453,1.5385,0.294443,1992,October
1992-10-29,French franc,0.8,5.2175,0.15333,1992,October
1992-10-29,Japanese yen,31.8,123.0,0.258537,1992,October
1992-10-29,U.K. pound,0.0812,1.5737,0.127784,1992,October
1992-10-29,U.S. dollar,0.572,1.0,0.572,1992,October
1992-10-30,Deutsche mark,0.453,1.5368,0.294768,1992,October
1992-10-30,French franc,0.8,5.2135,0.153448,1992,October
1992-10-30,Japanese yen,31.8,123.1,0.258327,1992,October
1992-10-30,U.K. pound,0.0812,1.569,0.127403,1992,October
1992-10-30,U.S. dollar,0.572,1.0,0.572,1992,October
1992-11-02,Deutsche mark,0.453,1.5478,0.292673,1992,November
1992-11-02,French franc,0.8,5.25,0.152381,1992,November
1992-11-02,Japanese yen,31.8,123.6,0.257282,1992,November
1992-11-02,U.K. pound,0.0812,1.547,0.125616,1992,November
1992-11-02,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-03,Deutsche mark,0.453,1.5663,0.289217,1992,November
1992-11-03,French franc,0.8,5.307,0.150744,1992,November
1992-11-03,Japanese yen,31.8,123.45,0.257594,1992,November
1992-11-03,U.K. pound,0.0812,1.5405,0.125089,1992,November
1992-11-03,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-04,Deutsche mark,0.453,1.5644,0.289568,1992,November
1992-11-04,French franc,0.8,5.293,0.151143,1992,November
1992-11-04,Japanese yen,31.8,122.6,0.25938,1992,November
1992-11-04,U.K. pound,0.0812,1.556,0.126347,1992,November
1992-11-04,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-05,Deutsche mark,0.453,1.5842,0.285949,1992,November
1992-11-05,French franc,0.8,5.361,0.149226,1992,November
1992-11-05,Japanese yen,31.8,123.2,0.258117,1992,November
1992-11-05,U.K. pound,0.0812,1.538,0.124886,1992,November
1992-11-05,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-06,Deutsche mark,0.453,1.5857,0.285678,1992,November
1992-11-06,French franc,0.8,5.3675,0.149045,1992,November
1992-11-06,Japanese yen,31.8,122.9,0.258747,1992,November
1992-11-06,U.K. pound,0.0812,1.5367,0.12478,1992,November
1992-11-06,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-09,Deutsche mark,0.453,1.5942,0.284155,1992,November
1992-11-09,French franc,0.8,5.3895,0.148437,1992,November
1992-11-09,Japanese yen,31.8,123.8,0.256866,1992,November
1992-11-09,U.K. pound,0.0812,1.5285,0.124114,1992,November
1992-11-09,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-10,Deutsche mark,0.453,1.5965,0.283746,1992,November
1992-11-10,French franc,0.8,5.393,0.14834,1992,November
1992-11-10,Japanese yen,31.8,124.15,0.256142,1992,November
1992-11-10,U.K. pound,0.0812,1.517,0.12318,1992,November
1992-11-10,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-11,Deutsche mark,0.453,1.5942,0.284155,1992,November
1992-11-11,French franc,0.8,5.3835,0.148602,1992,November
1992-11-11,Japanese yen,31.8,124.12,0.256204,1992,November
1992-11-11,U.K. pound,0.0812,1.5162,0.123115,1992,November
1992-11-11,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-12,Deutsche mark,0.453,1.5877,0.285318,1992,November
1992-11-12,French franc,0.8,5.3585,0.149296,1992,November
1992-11-12,Japanese yen,31.8,124.02,0.25641,1992,November
1992-11-12,U.K. pound,0.0812,1.5215,0.123546,1992,November
1992-11-12,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-13,Deutsche mark,0.453,1.57,0.288535,1992,November
1992-11-13,French franc,0.8,5.296,0.151057,1992,November
1992-11-13,Japanese yen,31.8,123.6,0.257282,1992,November
1992-11-13,U.K. pound,0.0812,1.5418,0.125194,1992,November
1992-11-13,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-16,Deutsche mark,0.453,1.5877,0.285318,1992,November
1992-11-16,French franc,0.8,5.352,0.149477,1992,November
1992-11-16,Japanese yen,31.8,124.45,0.255524,1992,November
1992-11-16,U.K. pound,0.0812,1.5202,0.12344,1992,November
1992-11-16,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-17,Deutsche mark,0.453,1.6065,0.281979,1992,November
1992-11-17,French franc,0.8,5.41,0.147874,1992,November
1992-11-17,Japanese yen,31.8,124.7,0.255012,1992,November
1992-11-17,U.K. pound,0.0812,1.5153,0.123042,1992,November
1992-11-17,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-18,Deutsche mark,0.453,1.5895,0.284995,1992,November
1992-11-18,French franc,0.8,5.3565,0.149351,1992,November
1992-11-18,Japanese yen,31.8,124.28,0.255874,1992,November
1992-11-18,U.K. pound,0.0812,1.5202,0.12344,1992,November
1992-11-18,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-19,Deutsche mark,0.453,1.5845,0.285895,1992,November
1992-11-19,French franc,0.8,5.345,0.149673,1992,November
1992-11-19,Japanese yen,31.8,123.55,0.257386,1992,November
1992-11-19,U.K. pound,0.0812,1.5362,0.124739,1992,November
1992-11-19,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-20,Deutsche mark,0.453,1.583,0.286166,1992,November
1992-11-20,French franc,0.8,5.36,0.149254,1992,November
1992-11-20,Japanese yen,31.8,123.65,0.257178,1992,November
1992-11-20,U.K. pound,0.0812,1.532,0.124398,1992,November
1992-11-20,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-23,Deutsche mark,0.453,1.606,0.282067,1992,November
1992-11-23,French franc,0.8,5.4405,0.147045,1992,November
1992-11-23,Japanese yen,31.8,124.2,0.256039,1992,November
1992-11-23,U.K. pound,0.0812,1.511,0.122693,1992,November
1992-11-23,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-24,Deutsche mark,0.453,1.6003,0.283072,1992,November
1992-11-24,French franc,0.8,5.4405,0.147045,1992,November
1992-11-24,Japanese yen,31.8,124.2,0.256039,1992,November
1992-11-24,U.K. pound,0.0812,1.5178,0.123245,1992,November
1992-11-24,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-25,Deutsche mark,0.453,1.5905,0.284816,1992,November
1992-11-25,French franc,0.8,5.3905,0.148409,1992,November
1992-11-25,Japanese yen,31.8,123.75,0.25697,1992,November
1992-11-25,U.K. pound,0.0812,1.5262,0.123927,1992,November
1992-11-25,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-26,Deutsche mark,0.453,1.5943,0.284137,1992,November
1992-11-26,French franc,0.8,5.404,0.148038,1992,November
1992-11-26,Japanese yen,31.8,124.1,0.256245,1992,November
1992-11-26,U.K. pound,0.0812,1.5216,0.123554,1992,November
1992-11-26,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-27,Deutsche mark,0.453,1.6035,0.282507,1992,November
1992-11-27,French franc,0.8,5.4425,0.146991,1992,November
1992-11-27,Japanese yen,31.8,124.4,0.255627,1992,November
1992-11-27,U.K. pound,0.0812,1.5104,0.122644,1992,November
1992-11-27,U.S. dollar,0.572,1.0,0.572,1992,November
1992-11-30,Deutsche mark,0.453,1.6012,0.282913,1992,November
1992-11-30,French franc,0.8,5.435,0.147194,1992,November
1992-11-30,Japanese yen,31.8,124.87,0.254665,1992,November
1992-11-30,U.K. pound,0.0812,1.5048,0.12219,1992,November
1992-11-30,U.S. dollar,0.572,1.0,0.572,1992,November
1992-12-02,Deutsche mark,0.453,1.5795,0.2868,1992,December
1992-12-02,French franc,0.8,5.381,0.148671,1992,December
1992-12-02,Japanese yen,31.8,124.48,0.255463,1992,December
1992-12-02,U.K. pound,0.0812,1.5395,0.125007,1992,December
1992-12-02,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-03,Deutsche mark,0.453,1.5805,0.286618,1992,December
1992-12-03,French franc,0.8,5.379,0.148727,1992,December
1992-12-03,Japanese yen,31.8,124.6,0.255217,1992,December
1992-12-03,U.K. pound,0.0812,1.5582,0.126526,1992,December
1992-12-03,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-04,Deutsche mark,0.453,1.5795,0.2868,1992,December
1992-12-04,French franc,0.8,5.369,0.149004,1992,December
1992-12-04,Japanese yen,31.8,124.57,0.255278,1992,December
1992-12-04,U.K. pound,0.0812,1.5765,0.128012,1992,December
1992-12-04,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-07,Deutsche mark,0.453,1.5827,0.28622,1992,December
1992-12-07,French franc,0.8,5.385,0.148561,1992,December
1992-12-07,Japanese yen,31.8,124.7,0.255012,1992,December
1992-12-07,U.K. pound,0.0812,1.571,0.127565,1992,December
1992-12-07,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-08,Deutsche mark,0.453,1.5555,0.291225,1992,December
1992-12-08,French franc,0.8,5.303,0.150858,1992,December
1992-12-08,Japanese yen,31.8,123.7,0.257074,1992,December
1992-12-08,U.K. pound,0.0812,1.6025,0.130123,1992,December
1992-12-08,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-09,Deutsche mark,0.453,1.5734,0.287912,1992,December
1992-12-09,French franc,0.8,5.3665,0.149073,1992,December
1992-12-09,Japanese yen,31.8,124.05,0.256348,1992,December
1992-12-09,U.K. pound,0.0812,1.5639,0.126989,1992,December
1992-12-09,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-10,Deutsche mark,0.453,1.5817,0.286401,1992,December
1992-12-10,French franc,0.8,5.397,0.14823,1992,December
1992-12-10,Japanese yen,31.8,124.1,0.256245,1992,December
1992-12-10,U.K. pound,0.0812,1.5487,0.125754,1992,December
1992-12-10,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-11,Deutsche mark,0.453,1.5817,0.286401,1992,December
1992-12-11,French franc,0.8,5.402,0.148093,1992,December
1992-12-11,Japanese yen,31.8,124.0,0.256452,1992,December
1992-12-11,U.K. pound,0.0812,1.5495,0.125819,1992,December
1992-12-11,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-14,Deutsche mark,0.453,1.5732,0.287948,1992,December
1992-12-14,French franc,0.8,5.355,0.149393,1992,December
1992-12-14,Japanese yen,31.8,123.8,0.256866,1992,December
1992-12-14,U.K. pound,0.0812,1.563,0.126916,1992,December
1992-12-14,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-15,Deutsche mark,0.453,1.5717,0.288223,1992,December
1992-12-15,French franc,0.8,5.37,0.148976,1992,December
1992-12-15,Japanese yen,31.8,124.0,0.256452,1992,December
1992-12-15,U.K. pound,0.0812,1.5635,0.126956,1992,December
1992-12-15,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-16,Deutsche mark,0.453,1.5592,0.290534,1992,December
1992-12-16,French franc,0.8,5.3272,0.150173,1992,December
1992-12-16,Japanese yen,31.8,123.9,0.256659,1992,December
1992-12-16,U.K. pound,0.0812,1.5727,0.127703,1992,December
1992-12-16,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-17,Deutsche mark,0.453,1.546,0.293014,1992,December
1992-12-17,French franc,0.8,5.2825,0.151443,1992,December
1992-12-17,Japanese yen,31.8,122.67,0.259232,1992,December
1992-12-17,U.K. pound,0.0812,1.5852,0.128718,1992,December
1992-12-17,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-18,Deutsche mark,0.453,1.5645,0.289549,1992,December
1992-12-18,French franc,0.8,5.348,0.149589,1992,December
1992-12-18,Japanese yen,31.8,123.18,0.258159,1992,December
1992-12-18,U.K. pound,0.0812,1.5695,0.127443,1992,December
1992-12-18,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-21,Deutsche mark,0.453,1.5662,0.289235,1992,December
1992-12-21,French franc,0.8,5.3515,0.149491,1992,December
1992-12-21,Japanese yen,31.8,123.18,0.258159,1992,December
1992-12-21,U.K. pound,0.0812,1.5652,0.127094,1992,December
1992-12-21,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-22,Deutsche mark,0.453,1.583,0.286166,1992,December
1992-12-22,French franc,0.8,5.397,0.14823,1992,December
1992-12-22,Japanese yen,31.8,123.5,0.25749,1992,December
1992-12-22,U.K. pound,0.0812,1.545,0.125454,1992,December
1992-12-22,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-23,Deutsche mark,0.453,1.5917,0.284601,1992,December
1992-12-23,French franc,0.8,5.43,0.14733,1992,December
1992-12-23,Japanese yen,31.8,123.85,0.256762,1992,December
1992-12-23,U.K. pound,0.0812,1.533,0.12448,1992,December
1992-12-23,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-24,Deutsche mark,0.453,1.5922,0.284512,1992,December
1992-12-24,French franc,0.8,5.43,0.14733,1992,December
1992-12-24,Japanese yen,31.8,123.8,0.256866,1992,December
1992-12-24,U.K. pound,0.0812,1.533,0.12448,1992,December
1992-12-24,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-28,Deutsche mark,0.453,1.6075,0.281804,1992,December
1992-12-28,French franc,0.8,5.4791,0.146009,1992,December
1992-12-28,Japanese yen,31.8,124.7,0.255012,1992,December
1992-12-28,U.K. pound,0.0812,1.5118,0.122758,1992,December
1992-12-28,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-29,Deutsche mark,0.453,1.6192,0.279768,1992,December
1992-12-29,French franc,0.8,5.508,0.145243,1992,December
1992-12-29,Japanese yen,31.8,124.55,0.255319,1992,December
1992-12-29,U.K. pound,0.0812,1.509,0.122531,1992,December
1992-12-29,U.S. dollar,0.572,1.0,0.572,1992,December
1992-12-30,Deutsche mark,0.453,1.6126,0.280913,1992,December
